"79747","hypothetical protein CMQ_6511 [Grosmannia clavigera kw1407] (model%: 87, hit%: 79, score: 421, %id: 41)"
"79748","hypothetical protein NECHADRAFT_84201 [Nectria haematococca mpVI 77-13-4] (model%: 95, hit%: 71, score: 2690, %id: 45)"
"79749","conserved hypothetical protein [Talaromyces stipitatus ATCC 10500] (model%: 23, hit%: 26, score: 178, %id: 36)"
"79750","er lumen protein retaining receptor [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 1021, %id: 87)"
"79751","zinc metalloproteinase [Grosmannia clavigera kw1407] (model%: 89, hit%: 89, score: 664, %id: 43)"
"79752","hypothetical protein MGG_11913 [Magnaporthe oryzae 70-15] (model%: 67, hit%: 71, score: 954, %id: 76)"
"79753","WD repeat protein [Grosmannia clavigera kw1407] (model%: 53, hit%: 84, score: 1572, %id: 64)"
"79754","hypothetical protein MGG_02404 [Magnaporthe oryzae 70-15] (model%: 97, hit%: 38, score: 446, %id: 48)"
"79755","sterol carrier protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 2038, %id: 80)"
"79756","c6 zinc finger domain containing protein [Grosmannia clavigera kw1407] (model%: 71, hit%: 79, score: 2194, %id: 56)"
"79757","aex-3-like, denn domain containing protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 38, score: 858, %id: 38)"
"79758","hypothetical protein THITE_2123348 [Thielavia terrestris NRRL 8126] (model%: 82, hit%: 74, score: 1028, %id: 46)"
"79759","conserved hypothetical protein [Neurospora crassa] (model%: 90, hit%: 93, score: 555, %id: 37)"
"79760","nulp1-pending protein [Grosmannia clavigera kw1407] (model%: 63, hit%: 66, score: 1090, %id: 45)"
"79761","hypothetical protein CHGG_08098 [Chaetomium globosum CBS 148.51] (model%: 91, hit%: 88, score: 261, %id: 63)"
"79762",NA
"79763","hypothetical protein MGG_10716 [Magnaporthe oryzae 70-15] (model%: 82, hit%: 79, score: 180, %id: 27)"
"79764","aex-3-like, denn domain containing protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 59, score: 4119, %id: 83)"
"79765","kinesin family protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 100, score: 6304, %id: 71)"
"79766","alpha-mannosyltransferase [Grosmannia clavigera kw1407] (model%: 90, hit%: 93, score: 1252, %id: 42)"
"79767","tmn:UCRPA7_2012 K10625 (EC:6.3.2.19) (model%: 99, hit%: 100, score: 6879, %id: 57)"
"79768","putative Cytochrome b-c1 complex subunit 9 [Glarea lozoyensis 74030] (model%: 61, hit%: 81, score: 230, %id: 62)"
"79769","unnamed protein product [Sordaria macrospora k-hell] (model%: 97, hit%: 89, score: 384, %id: 44)"
"79770","uridine nucleosidase [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 1401, %id: 70)"
"79771","red-like protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 957, %id: 46)"
"79772","ttt:THITE_2113850 K03515 (EC:2.7.7.-) (model%: 99, hit%: 99, score: 2549, %id: 45)"
"79773","hypothetical protein CMQ_1541 [Grosmannia clavigera kw1407] (model%: 71, hit%: 63, score: 441, %id: 64)"
"79774","metallopeptidase mip1 [Grosmannia clavigera kw1407] (model%: 99, hit%: 98, score: 2555, %id: 62)"
"79775","hypothetical protein CMQ_1153 [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 848, %id: 63)"
"79776","conserved hypothetical protein [Aspergillus terreus NIH2624] (model%: 99, hit%: 97, score: 1084, %id: 66)"
"79777","hypothetical protein THITE_2110905 [Thielavia terrestris NRRL 8126] (model%: 95, hit%: 96, score: 1123, %id: 60)"
"79778","calmodulin-binding protein kinase [Beauveria bassiana ARSEF 2860] (model%: 65, hit%: 17, score: 189, %id: 37)"
"79779","sam and ph domain containing protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 99, score: 2644, %id: 56)"
"79780","c6 zinc finger domain containing protein [Grosmannia clavigera kw1407] (model%: 95, hit%: 96, score: 2450, %id: 65)"
"79781","hypothetical protein FG11387.1 [Gibberella zeae PH-1] (model%: 99, hit%: 97, score: 1242, %id: 60)"
"79782","superoxide dismutase [Grosmannia clavigera kw1407] (model%: 88, hit%: 99, score: 978, %id: 62)"
"79783","hypothetical protein CMQ_394 [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 1011, %id: 55)"
"79784","hypothetical protein NECHADRAFT_79722 [Nectria haematococca mpVI 77-13-4] (model%: 93, hit%: 91, score: 943, %id: 32)"
"79785","c2h2 transcription factor [Grosmannia clavigera kw1407] (model%: 97, hit%: 98, score: 1088, %id: 47)"
"79786","hypothetical protein CTHT_0009340 [Chaetomium thermophilum var. thermophilum DSM 1495] (model%: 85, hit%: 77, score: 1147, %id: 43)"
"79787","hypothetical protein CHGG_00995 [Chaetomium globosum CBS 148.51] (model%: 60, hit%: 59, score: 408, %id: 34)"
"79788","secretory component protein [Grosmannia clavigera kw1407] (model%: 82, hit%: 90, score: 828, %id: 81)"
"79789","hypothetical protein MGG_00497 [Magnaporthe oryzae 70-15] (model%: 74, hit%: 75, score: 585, %id: 31)"
"79790","DNA helicase [Beauveria bassiana ARSEF 2860] (model%: 99, hit%: 98, score: 2245, %id: 60)"
"79791","hypothetical protein FG06868.1 [Gibberella zeae PH-1] (model%: 70, hit%: 93, score: 596, %id: 41)"
"79792","vacuolar protein sorting [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 5902, %id: 70)"
"79793","sun domain containing protein [Grosmannia clavigera kw1407] (model%: 94, hit%: 95, score: 1200, %id: 61)"
"79794","c2h2 type zinc finger domain containing protein [Grosmannia clavigera kw1407] (model%: 68, hit%: 74, score: 760, %id: 38)"
"79795","diacylglycerol acyltransferase [Grosmannia clavigera kw1407] (model%: 92, hit%: 99, score: 1449, %id: 73)"
"79796","ATP-binding l-psp endoribonuclease family protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 1672, %id: 47)"
"79797","unnamed protein product [Podospora anserina S mat+] (model%: 89, hit%: 89, score: 636, %id: 38)"
"79798","L-lysine-aminomutase [Grosmannia clavigera kw1407] (model%: 92, hit%: 91, score: 1839, %id: 73)"
"79799","hypothetical protein CMQ_1100 [Grosmannia clavigera kw1407] (model%: 71, hit%: 78, score: 1127, %id: 45)"
"79800",NA
"79801","predicted protein [Trichoderma reesei QM6a] (model%: 98, hit%: 100, score: 792, %id: 85)"
"79802","hypothetical protein CMQ_1092 [Grosmannia clavigera kw1407] (model%: 59, hit%: 87, score: 1054, %id: 57)"
"79803","6-phosphogluconate dehydrogenase [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 2410, %id: 93)"
"79804","rnp domain containing protein [Grosmannia clavigera kw1407] (model%: 72, hit%: 72, score: 644, %id: 56)"
"79805","hypothetical protein CMQ_1749 [Grosmannia clavigera kw1407] (model%: 77, hit%: 70, score: 1343, %id: 64)"
"79806","glycoside hydrolase 15-related [Grosmannia clavigera kw1407] (model%: 98, hit%: 98, score: 2831, %id: 75)"
"79807","bromodomain associated protein [Grosmannia clavigera kw1407] (model%: 97, hit%: 95, score: 687, %id: 59)"
"79808","u4 tri-snrnp-associated [Grosmannia clavigera kw1407] (model%: 53, hit%: 50, score: 305, %id: 45)"
"79809","hypothetical protein CMQ_905 [Grosmannia clavigera kw1407] (model%: 97, hit%: 95, score: 472, %id: 34)"
"79810","hypothetical protein CHGG_01024 [Chaetomium globosum CBS 148.51] (model%: 48, hit%: 19, score: 311, %id: 41)"
"79811","ammonium transporter [Grosmannia clavigera kw1407] (model%: 99, hit%: 98, score: 2269, %id: 81)"
"79812","hypothetical protein SNOG_07820 [Phaeosphaeria nodorum SN15] (model%: 94, hit%: 100, score: 795, %id: 52)"
"79813","hypothetical protein PTT_16524 [Pyrenophora teres f. teres 0-1] (model%: 94, hit%: 62, score: 199, %id: 42)"
"79814","intracellular protein transport-like protein [Grosmannia clavigera kw1407] (model%: 61, hit%: 75, score: 2364, %id: 54)"
"79815","hypothetical protein CMQ_1409 [Grosmannia clavigera kw1407] (model%: 98, hit%: 97, score: 1003, %id: 56)"
"79816","hypothetical protein MGG_04571 [Magnaporthe oryzae 70-15] (model%: 78, hit%: 65, score: 828, %id: 34)"
"79817","ela:UCREL1_1714 K19355 (EC:3.2.1.78) (model%: 92, hit%: 91, score: 1179, %id: 58)"
"79818","hypothetical protein CMQ_585 [Grosmannia clavigera kw1407] (model%: 77, hit%: 66, score: 773, %id: 60)"
"79819","NADPH dehydrogenase [Magnaporthe oryzae 70-15] (model%: 96, hit%: 99, score: 1369, %id: 59)"
"79820","clptm1 domain containing protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 98, score: 2486, %id: 71)"
"79821","lysine decarboxylase-like protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 857, %id: 60)"
"79822","proteasome component [Grosmannia clavigera kw1407] (model%: 95, hit%: 93, score: 1241, %id: 85)"
"79823","vacuolar protein sorting 55 [Colletotrichum higginsianum] (model%: 99, hit%: 100, score: 599, %id: 89)"
"79824","para-aminobenzoate synthase [Grosmannia clavigera kw1407] (model%: 99, hit%: 98, score: 2071, %id: 56)"
"79825","hypercellular protein [Grosmannia clavigera kw1407] (model%: 93, hit%: 80, score: 4682, %id: 60)"
"79826","hypothetical protein CMQ_8138 [Grosmannia clavigera kw1407] (model%: 79, hit%: 40, score: 386, %id: 41)"
"79827","hypothetical protein VDAG_08380 [Verticillium dahliae VdLs.17] (model%: 98, hit%: 97, score: 2744, %id: 77)"
"79828","cell cycle checkpoint protein [Grosmannia clavigera kw1407] (model%: 95, hit%: 60, score: 976, %id: 57)"
"79829","hypothetical protein MYCTH_2301259 [Myceliophthora thermophila ATCC 42464] (model%: 99, hit%: 100, score: 284, %id: 41)"
"79830","gi|15214279|sp|P78621.2|SEPA_EMENI RecName: Full=Cytokinesis protein sepA; AltName: Full=Forced expression inhibition of growth A; AltName: Full=Protein FH1/2 [Aspergillus nidulans FGSC A4] (model%: 95, hit%: 94, score: 4332, %id: 54)"
"79831","hypothetical protein TERG_01249 [Trichophyton rubrum CBS 118892] (model%: 45, hit%: 52, score: 331, %id: 53)"
"79832","killer toxin sensitivity protein [Grosmannia clavigera kw1407] (model%: 97, hit%: 97, score: 921, %id: 55)"
"79833","hypothetical protein MGG_04048 [Magnaporthe oryzae 70-15] (model%: 97, hit%: 87, score: 715, %id: 38)"
"79834","ribosomal protein l37, mitochondrial [Grosmannia clavigera kw1407] (model%: 99, hit%: 98, score: 541, %id: 55)"
"79835","NADH-ubiquinone oxidoreductase [Grosmannia clavigera kw1407] (model%: 99, hit%: 97, score: 518, %id: 91)"
"79836","nucleolin protein [Grosmannia clavigera kw1407] (model%: 53, hit%: 52, score: 894, %id: 78)"
"79837","hypothetical protein NEUTE1DRAFT_150216 [Neurospora tetrasperma FGSC 2508] (model%: 94, hit%: 97, score: 617, %id: 46)"
"79838","proline-actin-associated protein [Grosmannia clavigera kw1407] (model%: 38, hit%: 52, score: 363, %id: 59)"
"79839","hypothetical protein CMQ_813 [Grosmannia clavigera kw1407] (model%: 80, hit%: 75, score: 924, %id: 55)"
"79840","cord and cs domain containing protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 1081, %id: 64)"
"79841","glutaredoxin domain containing protein [Grosmannia clavigera kw1407] (model%: 93, hit%: 99, score: 396, %id: 69)"
"79842","predicted protein [Trichoderma reesei QM6a] (model%: 96, hit%: 97, score: 345, %id: 70)"
"79843","inosine-uridine preferring nucleoside hydrolase [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 1521, %id: 67)"
"79844","hypothetical protein CMQ_515 [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 746, %id: 48)"
"79845","hypothetical protein CMQ_1046 [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 907, %id: 43)"
"79846","pyroglutamyl peptidase type [Grosmannia clavigera kw1407] (model%: 98, hit%: 99, score: 738, %id: 53)"
"79847","transcription initiation factor tfiid subunit [Grosmannia clavigera kw1407] (model%: 99, hit%: 98, score: 1462, %id: 59)"
"79848","RNA polymerase 2 transcription mediator complex subunit [Grosmannia clavigera kw1407] (model%: 99, hit%: 98, score: 984, %id: 59)"
"79849","ttt:THITE_2084817 K14780 (EC:3.6.4.13) (model%: 99, hit%: 99, score: 3051, %id: 49)"
"79850","hypothetical protein CMQ_1449 [Grosmannia clavigera kw1407] (model%: 92, hit%: 95, score: 511, %id: 68)"
"79851","mgr:MGG_04034 K00122 (EC:1.2.1.2) (model%: 93, hit%: 96, score: 1842, %id: 80)"
"79852","copii vesicle coat protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 4165, %id: 49)"
"79853","ncr:NCU03818 K01530 (EC:3.6.3.1) (model%: 99, hit%: 99, score: 4886, %id: 71)"
"79854","cytochrome c mitochondrial import factor [Grosmannia clavigera kw1407] (model%: 85, hit%: 85, score: 654, %id: 40)"
"79855","FMI1 protein [Beauveria bassiana ARSEF 2860] (model%: 84, hit%: 91, score: 1159, %id: 64)"
"79856","hypothetical protein MGG_17704 [Magnaporthe oryzae 70-15] (model%: 99, hit%: 99, score: 2261, %id: 68)"
"79857","hypothetical protein TRIVIDRAFT_52450 [Trichoderma virens Gv29-8] (model%: 99, hit%: 98, score: 787, %id: 42)"
"79858","mtm:MYCTH_2302133 K01869 (EC:6.1.1.4) (model%: 99, hit%: 100, score: 3099, %id: 58)"
"79859","mitochondrial n-glutamine methyltransferase mtq1 [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 736, %id: 50)"
"79860","hypothetical protein CMQ_1370 [Grosmannia clavigera kw1407] (model%: 40, hit%: 51, score: 652, %id: 53)"
"79861","protein transport protein sec22 [Grosmannia clavigera kw1407] (model%: 99, hit%: 50, score: 922, %id: 81)"
"79862","duf1682 domain containing protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 1461, %id: 67)"
"79863","cell wall biogenesis protein [Grosmannia clavigera kw1407] (model%: 78, hit%: 96, score: 505, %id: 86)"
"79864",NA
"79865","unnamed protein product [Sordaria macrospora k-hell] (model%: 99, hit%: 100, score: 943, %id: 79)"
"79866","exosome subunit rrp45 [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 1225, %id: 76)"
"79867","Cwf15/Cwc15 cell cycle control family protein [Ajellomyces capsulatus H88] (model%: 99, hit%: 100, score: 722, %id: 63)"
"79868","c6 zinc finger domain containing protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 98, score: 2315, %id: 69)"
"79869","ebp domain containing protein [Grosmannia clavigera kw1407] (model%: 84, hit%: 86, score: 560, %id: 51)"
"79870","duf1749 domain containing protein [Grosmannia clavigera kw1407] (model%: 95, hit%: 98, score: 1098, %id: 67)"
"79871","heat repeat protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 98, score: 2985, %id: 52)"
"79872","hypersensitive response-inducing protein [Ophiostoma ulmi] (model%: 97, hit%: 96, score: 494, %id: 66)"
"79873","unnamed protein product [Podospora anserina S mat+] (model%: 57, hit%: 58, score: 727, %id: 43)"
"79874","conserved hypothetical protein [Paracoccidioides brasiliensis Pb03] (model%: 76, hit%: 66, score: 800, %id: 40)"
"79875","fpu:FPSE_09190 K01940 (EC:6.3.4.5) (model%: 99, hit%: 99, score: 1952, %id: 86)"
"79876","hypothetical protein FG00228.1 [Gibberella zeae PH-1] (model%: 99, hit%: 23, score: 1026, %id: 59)"
"79877","hypothetical protein CHGG_10059 [Chaetomium globosum CBS 148.51] (model%: 75, hit%: 64, score: 369, %id: 35)"
"79878","amino-acid permease [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 2145, %id: 75)"
"79879","hypothetical protein CH063_11335 [Colletotrichum higginsianum] (model%: 98, hit%: 100, score: 276, %id: 59)"
"79880","nfi:NFIA_041430 K01539 (EC:3.6.3.9) (model%: 99, hit%: 98, score: 3370, %id: 58)"
"79881","serine/threonine-protein kinase [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 2581, %id: 53)"
"79882","septum-promoting GTP-binding protein 1 [Magnaporthe oryzae 70-15] (model%: 70, hit%: 93, score: 1143, %id: 74)"
"79883",NA
"79884","tRNA methyltransferase subunit [Grosmannia clavigera kw1407] (model%: 96, hit%: 95, score: 1483, %id: 62)"
"79885","hypothetical protein MGG_04873 [Magnaporthe oryzae 70-15] (model%: 90, hit%: 90, score: 395, %id: 69)"
"79886","hypothetical protein FOXB_05573 [Fusarium oxysporum Fo5176] (model%: 93, hit%: 60, score: 488, %id: 70)"
"79887","hypothetical protein TRIVIDRAFT_189996 [Trichoderma virens Gv29-8] (model%: 90, hit%: 95, score: 988, %id: 56)"
"79888","hypothetical protein TRIATDRAFT_315323 [Trichoderma atroviride IMI 206040] (model%: 97, hit%: 96, score: 382, %id: 34)"
"79889","predicted protein [Nectria haematococca mpVI 77-13-4] (model%: 89, hit%: 98, score: 1297, %id: 46)"
"79890","3-oxoacyl-[acyl-carrier-protein] reductase [Colletotrichum higginsianum] (model%: 98, hit%: 97, score: 605, %id: 49)"
"79891","hypothetical protein CMQ_7216 [Grosmannia clavigera kw1407] (model%: 99, hit%: 98, score: 1262, %id: 36)"
"79892","bor:COCMIDRAFT_105691 K02365 (EC:3.4.22.49) (model%: 71, hit%: 24, score: 859, %id: 29)"
"79893","hypothetical protein SS1G_04041 [Sclerotinia sclerotiorum 1980 UF-70] (model%: 99, hit%: 99, score: 1534, %id: 54)"
"79894","similar to FAD dependent oxidoreductase domain containing protein [Botryotinia fuckeliana] (model%: 93, hit%: 98, score: 1441, %id: 60)"
"79895","hypothetical protein MYCTH_111845 [Myceliophthora thermophila ATCC 42464] (model%: 80, hit%: 71, score: 228, %id: 28)"
"79896","fungal specific transcription factor domain containing protein [Grosmannia clavigera kw1407] (model%: 68, hit%: 64, score: 2373, %id: 62)"
"79897","smp:SMAC_00732 K17362 (EC:3.1.2.-) (model%: 88, hit%: 88, score: 521, %id: 67)"
"79898","tfiih and nucleotide excision repair factor 3 complexes subunit [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 2057, %id: 73)"
"79899",NA
"79900","duf833 domain containing protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 97, score: 1134, %id: 64)"
"79901","ABC transporter [Colletotrichum higginsianum] (model%: 99, hit%: 99, score: 3505, %id: 47)"
"79902","predicted protein [Trichoderma reesei QM6a] (model%: 93, hit%: 94, score: 851, %id: 51)"
"79903","mitochondrial genome maintenance protein mgm101 [Grosmannia clavigera kw1407] (model%: 60, hit%: 71, score: 789, %id: 78)"
"79904","hypothetical protein NEUTE1DRAFT_148691 [Neurospora tetrasperma FGSC 2508] (model%: 88, hit%: 83, score: 279, %id: 74)"
"79905","biotin apo-protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 2474, %id: 55)"
"79906",NA
"79907",NA
"79908",NA
"79909","cochaperone pam16 [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 533, %id: 74)"
"79910","golgi membrane protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 98, score: 1057, %id: 71)"
"79911","RCC1 domain-containing protein [Magnaporthe oryzae 70-15] (model%: 80, hit%: 82, score: 1677, %id: 60)"
"79912",NA
"79913","hypothetical protein CMQ_7137 [Grosmannia clavigera kw1407] (model%: 96, hit%: 98, score: 575, %id: 67)"
"79914","homogentisate-dioxygenase [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 1798, %id: 72)"
"79915","FAD dependent oxidoreductase superfamily [Grosmannia clavigera kw1407] (model%: 98, hit%: 72, score: 1538, %id: 62)"
"79916","tam domain protein [Grosmannia clavigera kw1407] (model%: 80, hit%: 71, score: 932, %id: 53)"
"79917","Immunoglobulin G-binding protein A [Heterocephalus glaber] (model%: 7, hit%: 43, score: 189, %id: 34)"
"79918","hypothetical protein CMQ_7422 [Grosmannia clavigera kw1407] (model%: 81, hit%: 95, score: 1277, %id: 57)"
"79919","cytidine deoxycytidylate deaminase family protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 97, score: 874, %id: 73)"
"79920","hypothetical protein CMQ_7714 [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 666, %id: 39)"
"79921","copper resistance protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 100, score: 275, %id: 70)"
"79922","sumo ligase [Grosmannia clavigera kw1407] (model%: 97, hit%: 97, score: 1259, %id: 50)"
"79923","GPI ethanolamine phosphate transferase [Grosmannia clavigera kw1407] (model%: 93, hit%: 13, score: 257, %id: 53)"
"79924","hypothetical protein CMQ_7520 [Grosmannia clavigera kw1407] (model%: 95, hit%: 85, score: 1069, %id: 70)"
"79925","pan:PODANSg8696 K18103 (EC:4.1.2.54) (model%: 98, hit%: 96, score: 1312, %id: 80)"
"79926","rossmann fold protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 1909, %id: 84)"
"79927","chaperone-binding protein [Grosmannia clavigera kw1407] (model%: 98, hit%: 99, score: 761, %id: 51)"
"79928","major facilitator superfamily transporter multidrug resistance [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 1767, %id: 67)"
"79929","gata transcription factor [Grosmannia clavigera kw1407] (model%: 82, hit%: 86, score: 2070, %id: 44)"
"79930","crotonase [Grosmannia clavigera kw1407] (model%: 87, hit%: 93, score: 1745, %id: 65)"
"79931","ela:UCREL1_5454 K00863 (EC:2.7.1.29) (model%: 99, hit%: 97, score: 1929, %id: 65)"
"79932","cell wall glycosyl hydrolase [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 1610, %id: 66)"
"79933","hypothetical protein CMQ_5821 [Grosmannia clavigera kw1407] (model%: 97, hit%: 98, score: 481, %id: 59)"
"79934","ttt:THITE_2107392 K11870 (EC:3.4.19.12) (model%: 80, hit%: 76, score: 523, %id: 30)"
"79935","mediator of RNA polymerase 2 transcription subunit 19 [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 1080, %id: 58)"
"79936","hypothetical protein CMQ_5832 [Grosmannia clavigera kw1407] (model%: 24, hit%: 21, score: 408, %id: 53)"
"79937","fungal specific transcription factor [Grosmannia clavigera kw1407] (model%: 98, hit%: 99, score: 3665, %id: 73)"
"79938",NA
"79939","anion exchange family protein [Grosmannia clavigera kw1407] (model%: 97, hit%: 87, score: 2263, %id: 73)"
"79940","topoisomerase 1-associated factor 1 [Magnaporthe oryzae 70-15] (model%: 99, hit%: 99, score: 3457, %id: 56)"
"79941","mitochondrial inner membrane aaa protease [Grosmannia clavigera kw1407] (model%: 83, hit%: 88, score: 3089, %id: 71)"
"79942","unnamed protein product [Sordaria macrospora k-hell] (model%: 54, hit%: 61, score: 1151, %id: 53)"
"79943","DNA replication factor a subunit ssb3 [Grosmannia clavigera kw1407] (model%: 93, hit%: 93, score: 307, %id: 56)"
"79944","50S ribosomal protein l4 [Grosmannia clavigera kw1407] (model%: 99, hit%: 99, score: 1180, %id: 58)"
"79945","mitochondrial large ribosomal subunit [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 1481, %id: 61)"
"79946","RhoGAP [Grosmannia clavigera kw1407] (model%: 38, hit%: 36, score: 1102, %id: 51)"
"79947","nuclear protein snf4 [Grosmannia clavigera kw1407] (model%: 98, hit%: 93, score: 1466, %id: 82)"
"79948","vacuolar armadillo repeat protein [Grosmannia clavigera kw1407] (model%: 99, hit%: 100, score: 2732, %id: 92)"
"79949","mitochondrial inner membrane protease subunit [Grosmannia clavigera kw1407] (model%: 66, hit%: 95, score: 519, %id: 83)"
"79950","translation initiation factor [Grosmannia clavigera kw1407] (model%: 56, hit%: 59, score: 489, %id: 55)"
"79951","translation initiation factor eif-2b delta subunit [Grosmannia clavigera kw1407] (model%: 94, hit%: 99, score: 1418, %id: 64)"
"79952","unnamed protein product [Sordaria macrospora k-hell] (model%: 96, hit%: 89, score: 318, %id: 65)"
