id	log2FoldChange	padj	prot_ID	product	start	end	strand	GO_function	GO_process	GO_component	KEGG_definitions
PP_0039	-1.88335352017027	3.13891644598907e-21	637143411	hypothetical protein	42057	43082	+	NA	NA	NA	NA
PP_0040	0.764715918674087	0.178023054896092	637143412	hypothetical protein	43210	43434	+	NA	NA	NA	NA
PP_0041	0.211408263732402	0.847027207664721	637143413	cadmium translocating P-type ATPase	43527	45524	-	NA	NA	NA	NA
PP_0042	-3.10102557484819	0.0115789383917049	637143414	hypothetical protein	45727	45939	-	NA	NA	NA	NA
PP_0043	-0.640587904964377	0.453484954978758	637143415	cobalt/zinc/cadmium efflux RND transporter, permease protein, CzcA family	46213	49374	-	GO:0051139 - metal ion:proton antiporter activity [Evidence IEA]	NA	GO:0016021 - integral component of membrane [Evidence IEA]	NA
PP_0044	-0.631810084034528	0.618838096699888	637143416	cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family	49399	50649	-	GO:0005215 - transporter activity [Evidence IEA]	GO:0006810 - transport [Evidence IEA]	NA	NA
PP_0045	-2.73969861807327	0.0414756648145481	637143417	cobalt/zinc/cadmium efflux RND transporter, outer membrane protein, CzcC family	50718	51989	-	NA	NA	NA	NA
PP_0046	-1.47627023775989	0.00333561397485501	637143418	porin, putative	52394	53737	+	NA	NA	NA	NA
PP_0047	-0.790641055287226	0.305762272026352	637143419	two component transcriptional regulator, winged helix family	54227	54901	+	GO:0003677 - DNA binding [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	NA	NA
PP_0048	-2.40653610412938	0.0321044129461945	637143420	hypothetical protein	55019	55342	+	NA	NA	NA	NA
PP_0049	-0.937257425562622	0.000315080748597541	637143421	hypothetical protein	56161	57627	-	NA	NA	NA	NA
PP_0050	-0.321665698567269	0.48557160082324	637143422	hypothetical protein	58777	59184	-	NA	NA	NA	NA
PP_0051	-0.721883542850885	0.0308050531279319	637143423	sigma54 specific transcriptional regulator, Fis family	59316	60608	-	NA	NA	NA	NA
PP_0052	-0.694028525073992	0.00438107996580796	637143424	metallo-beta-lactamase family protein	60831	61715	+	NA	NA	NA	NA
PP_0053	0.186988728939477	0.638250961674324	637143425	hypothetical protein	61756	63024	+	NA	NA	NA	<ul><li>Sulfur metabolism</li></ul>
PP_0054	0.655759401325015	0.236010677067623	637143426	hypothetical protein	62982	63839	+	NA	NA	NA	NA
PP_0055	-0.467307010510501	0.241420901656984	637143427	transcriptional regulator, LysR family	63828	64715	-	NA	NA	NA	NA
PP_0056	0.220556767427201	0.763004781427341	637143428	oxidoreductase, GMC family	64943	66595	+	NA	NA	NA	NA
PP_0057	3.44711087093667	6.85624511097182e-08	637143429	major facilitator family transporter	66693	68312	+	NA	NA	NA	NA
PP_0058	-0.744792911363552	0.0229540365571274	637143430	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	68487	69272	-	NA	NA	NA	<ul><li>Glycerolipid metabolism</li> <li>Glycerophospholipid metabolism</li></ul>
PP_0059	-0.111458407633641	0.827411785529312	637143431	D-alpha,beta-D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)	69319	69846	-	GO:0016791 - phosphatase activity [Evidence IEA]	GO:0005975 - carbohydrate metabolic process [Evidence IEA]	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0060	-0.147234904755916	0.554176211505736	637143432	glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	69850	71904	-	GO:0004820 - glycine-tRNA ligase activity [Evidence IEA]	GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA]	GO:0009345 - glycine-tRNA ligase complex [Evidence IEA]	<ul><li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0061	0.513206227384789	0.0517423702743957	637143433	glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	71901	72848	-	GO:0004820 - glycine-tRNA ligase activity [Evidence IEA]	GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA]	GO:0009345 - glycine-tRNA ligase complex [Evidence IEA]	<ul><li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0062	-1.47449196105864	4.27195632849871e-05	637143434	DNA-3-methyladenine glycosylase I (EC 3.2.2.20)	72932	73483	+	NA	NA	NA	<ul><li>Base excision repair</li></ul>
PP_0063	0.45705201796741	0.220200570026034	637143435	lipid A biosynthesis lauroyl acyltransferase	73525	74412	+	NA	NA	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0065	1.65790865638482	1.21352485131749e-08	637143437	potassium uptake protein TrkA	74836	76209	-	GO:0015079 - potassium ion transmembrane transporter activity [Evidence IEA]	GO:0006813 - potassium ion transport [Evidence IEA]	GO:0005886 - plasma membrane [Evidence IEA]	NA
PP_0066	0.756237477859147	0.0345579162790625	637143438	16S rRNA m(5)C-967 methyltransferase (EC 2.1.1.176)	76233	77543	-	GO:0008649 - rRNA methyltransferase activity [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]; GO:0001510 - RNA methylation [Evidence IEA]; GO:0006364 - rRNA processing [Evidence IEA]	NA	NA
PP_0067	-0.200220009162356	0.581269041011039	637143439	methionyl-tRNA formyltransferase (EC 2.1.2.9)	77540	78472	-	GO:0004479 - methionyl-tRNA formyltransferase activity [Evidence IEA]	GO:0006431 - methionyl-tRNA aminoacylation [Evidence IEA]	NA	<ul><li>One carbon pool by folate</li> <li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0068	0.123816500061906	0.642158777002007	637143440	peptide deformylase (EC 3.5.1.88)	78533	79039	-	GO:0042586 - peptide deformylase activity [Evidence IEA]	GO:0006464 - cellular protein modification process [Evidence IEA]	NA	NA
PP_0069	-0.469393982039848	0.335659367484147	637143441	DNA protecting protein DprA	79246	80343	+	NA	GO:0009294 - DNA mediated transformation [Evidence IEA]	NA	NA
PP_0070	0.562586861018488	0.321615868792521	637143442	translation factor SUA5	80386	80943	+	NA	NA	NA	NA
PP_0071	-1.24585847847481	0.000278655269432254	637143443	hypothetical protein	81562	82023	+	NA	NA	NA	NA
PP_0072	-1.10250173526923	1.47178547221806e-07	637143444	quinone oxidoreductase	82151	83128	-	GO:0016491 - oxidoreductase activity [Evidence IEA]	NA	NA	NA
PP_0073	1.74297878664649	6.60946295129063e-07	637143445	coproporphyrinogen oxidase (EC 1.3.3.3)	83261	84172	+	GO:0004109 - coproporphyrinogen oxidase activity [Evidence IEA]	GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]	NA	<ul><li>Porphyrin metabolism</li></ul>
PP_0074	0.798802929674124	0.206244759573355	637143446	shikimate dehydrogenase (EC 1.1.1.25)	84198	85022	+	GO:0004764 - shikimate 3-dehydrogenase (NADP+) activity [Evidence IEA]	GO:0019632 - shikimate metabolic process [Evidence IEA]	NA	<ul><li>Phenylalanine, tyrosine and tryptophan biosynthesis</li> <li>Biosynthesis of various plant secondary metabolites</li></ul>
PP_0075	0.331779491039451	0.587168986544672	637143447	sulfate transporter	85152	86717	-	NA	NA	NA	NA
PP_0076	1.21393126237844	0.00142167068776422	637143448	glycine betaine-binding protein, putative	86861	87802	-	GO:0015220 - choline transmembrane transporter activity [Evidence IEA]	GO:0015871 - choline transport [Evidence IEA]	GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]	<ul><li>ABC transporters</li></ul>
PP_0077	0.538994160533435	0.125196731825264	637143449	choline sulfatase	87799	89316	-	GO:0008484 - sulfuric ester hydrolase activity [Evidence IEA]	NA	NA	NA
PP_0079	0.796054410528855	0.454495307827539	637143451	transcriptional regulator, LysR family	89425	90324	+	NA	NA	NA	NA
PP_0080	1.53952395116946	0.00146434752821809	637143452	hypothetical protein	90446	91063	-	NA	NA	NA	NA
PP_0081	0.0259365444758071	0.944542186674017	637143453	hypothetical protein	91077	91448	+	NA	NA	NA	NA
PP_0082	-0.310408246376594	0.336314393820207	637143454	tryptophan synthase, alpha chain (EC 4.2.1.20)	91569	92378	-	GO:0004834 - tryptophan synthase activity [Evidence IEA]	GO:0000162 - tryptophan biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li> <li>Phenylalanine, tyrosine and tryptophan biosynthesis</li></ul>
PP_0083	-0.213264650151552	0.50911624658565	637143455	tryptophan synthase, beta chain (EC 4.2.1.20)	92375	93592	-	GO:0004834 - tryptophan synthase activity [Evidence IEA]	GO:0000162 - tryptophan biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li> <li>Phenylalanine, tyrosine and tryptophan biosynthesis</li></ul>
PP_0084	1.11437118753455	0.0974984708216014	637143456	transcriptional regulator TrpI	93703	94599	+	NA	NA	NA	NA
PP_0085	-0.202128583829662	0.504802465768658	637143457	hypothetical protein	94596	95084	-	NA	NA	NA	NA
PP_0086	-0.337859359868575	0.222792089771826	637143458	hypothetical protein	95070	95285	+	NA	NA	NA	NA
PP_0087	-0.180362719704587	0.788861746806544	637143459	hypothetical protein	95344	95607	+	NA	NA	NA	NA
PP_0088	-0.265246700860653	0.492306064927269	637143460	hypothetical protein	95679	96683	-	NA	NA	NA	NA
PP_0089	0.394537434573275	0.416057976208025	637143461	osmotically inducible protein OsmC	96836	97261	+	NA	NA	NA	NA
PP_0090	-0.369566778424131	0.196496191059885	637143462	hypothetical protein	97274	97570	+	NA	NA	NA	NA
PP_0091	1.31128636822503	1.98732145919921e-07	637143463	lipoprotein, putative	97606	98019	-	NA	NA	NA	NA
PP_0092	-2.98798869184889	2.42876422809824e-33	637143464	lipoprotein, putative	98075	98488	-	NA	NA	NA	NA
PP_0093	-0.408039517920027	0.419041879709313	637143465	hypothetical protein	98487	99650	+	NA	NA	NA	NA
PP_0094	-0.491406707498038	0.363309103635641	637143466	hydrolase, haloacid dehalogenase-like family	99757	100407	-	NA	NA	NA	<ul><li>Glyoxylate and dicarboxylate metabolism</li></ul>
PP_0095	-0.631721620857682	0.115488147537571	637143467	anhydrase, family 3 protein	100529	101077	-	NA	NA	NA	NA
PP_0096	0.62004214111446	0.00358428147566497	637143468	oligopeptidase A (EC:3.4.24.70). Metallo peptidase. MEROPS family M03A	101180	103231	+	GO:0004222 - metalloendopeptidase activity [Evidence IEA]	GO:0006508 - proteolysis [Evidence IEA]	NA	NA
PP_0097	-0.143167354693225	0.741038627633547	637143469	hypothetical protein	103228	103509	+	NA	NA	NA	NA
PP_0098	-1.05040020521929	0.0727863126438535	637143470	hypothetical protein	103528	103701	+	NA	NA	NA	NA
PP_0099	0.602796036241542	0.0531108694306268	637143471	hypothetical protein	103841	104899	+	GO:0003824 - catalytic activity [Evidence IEA]; GO:0051536 - iron-sulfur cluster binding [Evidence IEA]	NA	NA	NA
PP_0100	-1.52444602646611	1.48522973782171e-12	637143472	carbonic anhydrase	105206	105925	+	NA	NA	NA	<ul><li>Nitrogen metabolism</li></ul>
PP_0101	-2.10180833937304	0.00291742118097298	637143473	sulfate transporter, putative	106133	107650	+	NA	NA	NA	NA
PP_0102	-1.25856060921157	0.0395535647343132	637143474	hypothetical protein	107786	108676	+	NA	NA	NA	NA
PP_0103	-0.289619744033347	0.20461372145339	637143475	cytochrome c oxidase, subunit II	108809	109936	+	GO:0004129 - cytochrome-c oxidase activity [Evidence IEA]	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0104	-0.441276735047263	0.12756152344419	637143476	cytochrome c oxidase, subunit I	109980	111569	+	GO:0004129 - cytochrome-c oxidase activity [Evidence IEA]	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0105	-0.413499681213471	0.3027513369235	637143477	cytochrome C oxidase assembly protein	111579	112145	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0106	-0.316678911087277	0.474773961767987	637143478	cytochrome c oxidase, subunit III	112162	113049	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0107	-1.65886215962498	2.49970600208378e-07	637143479	hypothetical protein	113072	114073	+	NA	NA	NA	NA
PP_0108	0.0913106627590899	0.922011379272626	637143480	hypothetical protein	114042	114623	+	NA	NA	NA	NA
PP_0109	-0.455832121697586	0.420050995865248	637143481	hypothetical protein	114633	115712	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li> <li>Porphyrin metabolism</li> <li>Two-component system</li></ul>
PP_0110	0.937601300851816	0.182993452534528	637143482	protoheme IX farnesyltransferase	115697	116590	+	GO:0008495 - protoheme IX farnesyltransferase activity [Evidence IEA]	GO:0006783 - heme biosynthetic process [Evidence IEA]	NA	<ul><li>Oxidative phosphorylation</li> <li>Porphyrin metabolism</li></ul>
PP_0111	0.488366310892207	0.186668662872722	637143483	Sco1/SenC family protein	116587	117219	+	NA	NA	NA	NA
PP_0112	0.476938455802929	0.163720774382443	637143484	ABC transporter, periplasmic binding protein, putative	117313	118083	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0113	1.23591574285551	0.0346355830271698	637143485	ABC transporter, permease protein	118148	118819	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0114	0.225995455996585	0.579726467791636	637143486	ABC transporter, ATP-binding protein	118819	119826	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0115	-0.675803856423517	0.0285901717041174	637143487	catalase	120054	122189	+	GO:0004096 - catalase activity [Evidence IEA]; GO:0020037 - heme binding [Evidence IEA]	GO:0006979 - response to oxidative stress [Evidence IEA]	NA	<ul><li>Tryptophan metabolism</li> <li>Glyoxylate and dicarboxylate metabolism</li></ul>
PP_0116	-0.656402446924377	0.0242048997529748	637143488	lipoprotein, putative	122250	122957	-	NA	NA	NA	NA
PP_0117	-0.771511054269101	0.200311433264983	637143489	zinc ABC transporter, permease protein ZnuB	123084	123866	-	GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]	GO:0055085 - transmembrane transport [Evidence IEA]	NA	<ul><li>ABC transporters</li></ul>
PP_0118	0.0465671978674503	0.908296989804053	637143490	zinc ABC transporter, ATP-binding protein ZnuC	123859	124632	-	GO:0015633 - ABC-type zinc transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]	GO:0006829 - zinc ion transport [Evidence IEA]	NA	<ul><li>ABC transporters</li></ul>
PP_0119	0.290468087204556	0.448814180078109	637143491	transcriptional regulator, Fur family	124629	125036	-	NA	NA	NA	<ul><li>Quorum sensing</li></ul>
PP_0120	-0.830156024399425	0.000550133407526794	637143492	zinc ABC transporter, periplasmic zinc-binding protein ZnuA, putative	125181	126089	+	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0121	0.822985476548917	9.92200412509827e-05	637143493	homoserine kinase (EC 2.7.1.39)	126139	127089	-	GO:0004413 - homoserine kinase activity [Evidence IEA]	GO:0009088 - threonine biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li></ul>
PP_0122	0.455049731042234	0.0350796121579154	637143494	hypothetical protein	127159	127446	-	NA	NA	NA	NA
PP_0123	0.619773770766604	0.00528946926050265	637143495	DNA polymerase I (EC 2.7.7.7)	127522	130269	+	GO:0008408 - 3'-5' exonuclease activity [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0003887 - DNA-directed DNA polymerase activity [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA]	GO:0006261 - DNA-dependent DNA replication [Evidence IEA]	NA	<ul><li>DNA replication</li> <li>Base excision repair</li> <li>Nucleotide excision repair</li> <li>Homologous recombination</li></ul>
PP_0124	1.2995840776425	2.70095153433284e-06	637143496	cell division checkpoint GTPase YihA	130640	131272	-	GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]; GO:0043022 - ribosome binding [Evidence IEA]	GO:0042254 - ribosome biogenesis [Evidence IEA]	NA	NA
PP_0125	-1.16941056226086	5.11390272763116e-09	637143497	cytochrome c-type protein	131474	131776	+	GO:0020037 - heme binding [Evidence IEA]	NA	NA	NA
PP_0126	-1.34943181756948	5.9152768306306e-11	637143498	cytochrome c4	131808	132425	+	NA	NA	NA	NA
PP_0127	1.60002745363723	7.86070982063277e-16	637143499	thiol:disulfide interchange protein, DsbA family	132577	133209	+	NA	NA	NA	NA
PP_0128	0.707407222224118	0.0381786970704833	637143500	hypothetical protein	133222	134076	+	NA	NA	NA	NA
PP_0129	-0.592135278727216	0.0716082762301276	637143501	GGDEF domain protein	134104	136041	+	GO:0009975 - cyclase activity [Evidence IEA]	GO:0009966 - regulation of signal transduction [Evidence IEA]	NA	NA
PP_0130	-1.87470049120135	6.31392870099497e-16	637143502	N-acetylmuramoyl-L-alanine amidase family protein	136115	136903	+	NA	NA	NA	NA
PP_0131	-0.514196328570931	0.128363698897079	637143503	hypothetical protein	137099	138706	+	NA	NA	NA	NA
PP_0132	-0.0133487039816997	0.96389586501266	637143504	Alginate biosynthesis sensor protein KinB (EC 2.7.13.3)	138721	140502	-	NA	NA	NA	<ul><li>Two-component system</li></ul>
PP_0133	-0.0213494566362249	0.94020535399741	637143505	Two-component response regulator AlgB	140499	141845	-	NA	NA	NA	<ul><li>Two-component system</li></ul>
PP_0134	-1.89715185165118	7.81272162988961e-08	637143506	hypothetical protein	142056	142877	+	NA	NA	NA	NA
PP_0135	0.553643774634467	0.114061510648551	637143507	hypothetical protein	143386	143547	+	NA	NA	NA	NA
PP_0136	0.392810298038768	0.174135128943648	637143508	hypothetical protein	143550	144020	+	NA	NA	NA	NA
PP_0137	2.22272474106888	0.000162977770199592	637143509	proton/sodium-glutamate/aspartate symporter	144766	146094	+	GO:0015293 - symporter activity [Evidence IEA]	GO:0006835 - dicarboxylic acid transport [Evidence IEA]	GO:0016021 - integral component of membrane [Evidence IEA]	NA
PP_0138	0.198889668308286	0.788959120510552	637143510	hypothetical protein	146242	147471	+	NA	NA	NA	NA
PP_0139	-0.700395480696369	0.0348918421929451	637143511	lipoprotein, putative	147453	148088	-	NA	NA	NA	NA
PP_0140	-0.671656578498185	0.032018200477569	637143512	hypothetical protein	148085	149023	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0141	-0.566980368662528	0.148584446456977	637143513	ABC transporter, ATP-binding protein, putative	149027	149818	-	GO:0005524 - ATP binding [Evidence IEA]	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0142	-0.619817180262267	0.0603339689747814	637143514	ABC transporter, permease protein, putative	149815	150948	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0143	1.11174767818165	2.12397764802922e-05	637143515	hypothetical protein	151080	152105	-	NA	NA	NA	NA
PP_0144	-0.59719373554371	0.103281271158337	637143516	metalloprotease, insulinase family	152199	153605	-	NA	NA	NA	NA
PP_0145	-0.221229678086759	0.524060235621075	637143517	Na+/Pi cotransporter family protein	153636	155294	-	NA	NA	NA	NA
PP_0146	0.447257850744765	0.256807106619279	637143518	hypothetical protein	155577	156374	-	NA	NA	NA	NA
PP_0147	-2.22715734856561	4.64551361201404e-05	637143519	citrate transporter	156417	157724	-	NA	NA	NA	NA
PP_0148	0.513451866266561	0.0806267334661579	637143520	hypothetical protein	157989	158393	+	NA	NA	NA	NA
PP_0149	0.00725917814095853	0.987673021210663	637143521	hypothetical protein	158432	160387	-	NA	NA	NA	NA
PP_0150	-0.165405004978489	0.565809800336272	637143522	hypothetical protein	160384	160704	-	NA	NA	NA	NA
PP_0151	-0.484570624782018	0.251443630009835	637143523	hypothetical protein	160741	161034	-	NA	NA	NA	NA
PP_0152	-0.589131263171015	0.00712390312213893	637143524	hypothetical protein	161124	161504	-	NA	NA	NA	NA
PP_0153	-2.10467428074034	1.30186042239043e-20	637143525	hypothetical protein	161750	161965	-	NA	NA	NA	NA
PP_0154	-0.648913939112484	0.0173904096323941	637143526	acetyl-CoA hydrolase/transferase family protein	162339	163832	-	NA	NA	NA	<ul><li>Citrate cycle (TCA cycle)</li> <li>Pyruvate metabolism</li> <li>Butanoate metabolism</li></ul>
PP_0155	-0.251076007574387	0.417007316590735	637143527	pyridine nucleotide transhydrogenase, beta subunit	164019	165455	-	NA	NA	NA	<ul><li>Nicotinate and nicotinamide metabolism</li></ul>
PP_0157	-1.83378145051797	4.64291051553529e-08	637143528	transcriptional regulator, LysR family	167324	168241	-	NA	NA	NA	NA
PP_0158	2.37981323153783	4.33506216748844e-17	637143529	glutaryl-CoA dehydrogenase	168402	169583	+	NA	NA	NA	<ul><li>Fatty acid degradation</li> <li>Lysine degradation</li> <li>Benzoate degradation</li> <li>Tryptophan metabolism</li></ul>
PP_0159	1.88165736288343	1.57490430941625e-12	637143530	CAIB/BAIF family protein	169597	170817	+	NA	NA	NA	NA
