id	log2FoldChange	padj	prot_ID	product	start	end	strand	GO_function	GO_process	GO_component	KEGG_definitions
PP_0042	-0.466627023819479	0.719030234351849	637143414	hypothetical protein	45727	45939	-	NA	NA	NA	NA
PP_0043	-4.91093704823708	8.63715578315589e-06	637143415	cobalt/zinc/cadmium efflux RND transporter, permease protein, CzcA family	46213	49374	-	GO:0051139 - metal ion:proton antiporter activity [Evidence IEA]	NA	GO:0016021 - integral component of membrane [Evidence IEA]	NA
PP_0044	-3.48505750382326	0.0363696635594275	637143416	cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family	49399	50649	-	GO:0005215 - transporter activity [Evidence IEA]	GO:0006810 - transport [Evidence IEA]	NA	NA
PP_0045	-4.97512576026292	0.000868526187576383	637143417	cobalt/zinc/cadmium efflux RND transporter, outer membrane protein, CzcC family	50718	51989	-	NA	NA	NA	NA
PP_0046	-1.28979809833906	0.172140513529757	637143418	porin, putative	52394	53737	+	NA	NA	NA	NA
PP_0047	0.30973759407801	0.780792960310006	637143419	two component transcriptional regulator, winged helix family	54227	54901	+	GO:0003677 - DNA binding [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	NA	NA
PP_0048	-2.6838196355577	0.00475550681201856	637143420	hypothetical protein	55019	55342	+	NA	NA	NA	NA
PP_0049	0.727364232953079	0.381869249308714	637143421	hypothetical protein	56161	57627	-	NA	NA	NA	NA
PP_0050	-2.36403514983556	0.0280207248729326	637143422	hypothetical protein	58777	59184	-	NA	NA	NA	NA
PP_0051	-0.487839833815299	0.713521682790406	637143423	sigma54 specific transcriptional regulator, Fis family	59316	60608	-	NA	NA	NA	NA
PP_0052	-0.965714194201483	0.280487119708031	637143424	metallo-beta-lactamase family protein	60831	61715	+	NA	NA	NA	NA
PP_0053	0.153008454800685	0.94130386828523	637143425	hypothetical protein	61756	63024	+	NA	NA	NA	<ul><li>Sulfur metabolism</li></ul>
PP_0054	0.597447257155925	NA	637143426	hypothetical protein	62982	63839	+	NA	NA	NA	NA
PP_0055	-0.0542498748633278	0.984506348506868	637143427	transcriptional regulator, LysR family	63828	64715	-	NA	NA	NA	NA
PP_0056	-1.48507683984479	0.106094769603726	637143428	oxidoreductase, GMC family	64943	66595	+	NA	NA	NA	NA
PP_0057	-2.43515495165378	0.0320665835742525	637143429	major facilitator family transporter	66693	68312	+	NA	NA	NA	NA
PP_0058	4.50869612082519	1.05305221246106e-12	637143430	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	68487	69272	-	NA	NA	NA	<ul><li>Glycerolipid metabolism</li> <li>Glycerophospholipid metabolism</li></ul>
PP_0059	0.235735593995393	0.921540970220904	637143431	D-alpha,beta-D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)	69319	69846	-	GO:0016791 - phosphatase activity [Evidence IEA]	GO:0005975 - carbohydrate metabolic process [Evidence IEA]	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0060	2.86856089343227	0.007891389044769	637143432	glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	69850	71904	-	GO:0004820 - glycine-tRNA ligase activity [Evidence IEA]	GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA]	GO:0009345 - glycine-tRNA ligase complex [Evidence IEA]	<ul><li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0061	-1.4363049635754	0.155080683293526	637143433	glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	71901	72848	-	GO:0004820 - glycine-tRNA ligase activity [Evidence IEA]	GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA]	GO:0009345 - glycine-tRNA ligase complex [Evidence IEA]	<ul><li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0062	0.275263450991603	0.829833778238925	637143434	DNA-3-methyladenine glycosylase I (EC 3.2.2.20)	72932	73483	+	NA	NA	NA	<ul><li>Base excision repair</li></ul>
PP_0063	-1.76120600022785	0.22660740380383	637143435	lipid A biosynthesis lauroyl acyltransferase	73525	74412	+	NA	NA	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0065	-0.196652706057052	0.920162673524258	637143437	potassium uptake protein TrkA	74836	76209	-	GO:0015079 - potassium ion transmembrane transporter activity [Evidence IEA]	GO:0006813 - potassium ion transport [Evidence IEA]	GO:0005886 - plasma membrane [Evidence IEA]	NA
PP_0066	2.13479892456079	NA	637143438	16S rRNA m(5)C-967 methyltransferase (EC 2.1.1.176)	76233	77543	-	GO:0008649 - rRNA methyltransferase activity [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]; GO:0001510 - RNA methylation [Evidence IEA]; GO:0006364 - rRNA processing [Evidence IEA]	NA	NA
PP_0067	-0.87541469992984	NA	637143439	methionyl-tRNA formyltransferase (EC 2.1.2.9)	77540	78472	-	GO:0004479 - methionyl-tRNA formyltransferase activity [Evidence IEA]	GO:0006431 - methionyl-tRNA aminoacylation [Evidence IEA]	NA	<ul><li>One carbon pool by folate</li> <li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0068	0.826969227362407	0.448697436223474	637143440	peptide deformylase (EC 3.5.1.88)	78533	79039	-	GO:0042586 - peptide deformylase activity [Evidence IEA]	GO:0006464 - cellular protein modification process [Evidence IEA]	NA	NA
PP_0069	4.2790710248751	6.227941912129e-09	637143441	DNA protecting protein DprA	79246	80343	+	NA	GO:0009294 - DNA mediated transformation [Evidence IEA]	NA	NA
PP_0070	0.684753969515627	0.743698836504568	637143442	translation factor SUA5	80386	80943	+	NA	NA	NA	NA
PP_0071	-2.16081824294264	0.0367871505880182	637143443	hypothetical protein	81562	82023	+	NA	NA	NA	NA
PP_0072	0.151292581704049	0.92487618515874	637143444	quinone oxidoreductase	82151	83128	-	GO:0016491 - oxidoreductase activity [Evidence IEA]	NA	NA	NA
PP_0073	0.0769556467331615	NA	637143445	coproporphyrinogen oxidase (EC 1.3.3.3)	83261	84172	+	GO:0004109 - coproporphyrinogen oxidase activity [Evidence IEA]	GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]	NA	<ul><li>Porphyrin metabolism</li></ul>
PP_0075	-1.80127851891537	0.395547806185299	637143447	sulfate transporter	85152	86717	-	NA	NA	NA	NA
PP_0076	-4.10058503992201	0.00922175209215765	637143448	glycine betaine-binding protein, putative	86861	87802	-	GO:0015220 - choline transmembrane transporter activity [Evidence IEA]	GO:0015871 - choline transport [Evidence IEA]	GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]	<ul><li>ABC transporters</li></ul>
PP_0077	0.290883975171683	0.887647789538761	637143449	choline sulfatase	87799	89316	-	GO:0008484 - sulfuric ester hydrolase activity [Evidence IEA]	NA	NA	NA
PP_0081	1.43646558895269	0.220902563164285	637143453	hypothetical protein	91077	91448	+	NA	NA	NA	NA
PP_0082	0.336488006532912	0.850477177790112	637143454	tryptophan synthase, alpha chain (EC 4.2.1.20)	91569	92378	-	GO:0004834 - tryptophan synthase activity [Evidence IEA]	GO:0000162 - tryptophan biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li> <li>Phenylalanine, tyrosine and tryptophan biosynthesis</li></ul>
PP_0083	-1.13331543000287	0.535009737051037	637143455	tryptophan synthase, beta chain (EC 4.2.1.20)	92375	93592	-	GO:0004834 - tryptophan synthase activity [Evidence IEA]	GO:0000162 - tryptophan biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li> <li>Phenylalanine, tyrosine and tryptophan biosynthesis</li></ul>
PP_0084	2.61046089535202	0.0486299321837489	637143456	transcriptional regulator TrpI	93703	94599	+	NA	NA	NA	NA
PP_0085	-1.73854585288727	0.096422373405054	637143457	hypothetical protein	94596	95084	-	NA	NA	NA	NA
PP_0086	0.605692677951981	0.464851215238505	637143458	hypothetical protein	95070	95285	+	NA	NA	NA	NA
PP_0087	1.41609412223091	0.316411446331864	637143459	hypothetical protein	95344	95607	+	NA	NA	NA	NA
PP_0088	-0.612695320289293	0.732962445754418	637143460	hypothetical protein	95679	96683	-	NA	NA	NA	NA
PP_0089	0.201789431988226	0.912221451280038	637143461	osmotically inducible protein OsmC	96836	97261	+	NA	NA	NA	NA
PP_0090	-1.33896485184273	0.375857680942755	637143462	hypothetical protein	97274	97570	+	NA	NA	NA	NA
PP_0091	0.629118525411958	0.554997624201829	637143463	lipoprotein, putative	97606	98019	-	NA	NA	NA	NA
PP_0092	-1.4966814773691	0.111223710958346	637143464	lipoprotein, putative	98075	98488	-	NA	NA	NA	NA
PP_0093	-0.987991528286554	0.508876877715817	637143465	hypothetical protein	98487	99650	+	NA	NA	NA	NA
PP_0094	-0.10863339925953	0.965247219277032	637143466	hydrolase, haloacid dehalogenase-like family	99757	100407	-	NA	NA	NA	<ul><li>Glyoxylate and dicarboxylate metabolism</li></ul>
PP_0095	-2.36105410624327	0.145732575359078	637143467	anhydrase, family 3 protein	100529	101077	-	NA	NA	NA	NA
PP_0096	-0.851012454158303	0.474583363972697	637143468	oligopeptidase A (EC:3.4.24.70). Metallo peptidase. MEROPS family M03A	101180	103231	+	GO:0004222 - metalloendopeptidase activity [Evidence IEA]	GO:0006508 - proteolysis [Evidence IEA]	NA	NA
PP_0097	3.97194421951277	0.0313762070743981	637143469	hypothetical protein	103228	103509	+	NA	NA	NA	NA
PP_0098	-2.15226587197044	NA	637143470	hypothetical protein	103528	103701	+	NA	NA	NA	NA
PP_0099	-2.69635446515735	0.0335009403011035	637143471	hypothetical protein	103841	104899	+	GO:0003824 - catalytic activity [Evidence IEA]; GO:0051536 - iron-sulfur cluster binding [Evidence IEA]	NA	NA	NA
PP_0100	0.871835224908173	0.36123225420534	637143472	carbonic anhydrase	105206	105925	+	NA	NA	NA	<ul><li>Nitrogen metabolism</li></ul>
PP_0101	-1.02985077193969	NA	637143473	sulfate transporter, putative	106133	107650	+	NA	NA	NA	NA
PP_0102	-0.946599609737686	0.400538188989119	637143474	hypothetical protein	107786	108676	+	NA	NA	NA	NA
PP_0103	-0.824513926651982	0.379019782255204	637143475	cytochrome c oxidase, subunit II	108809	109936	+	GO:0004129 - cytochrome-c oxidase activity [Evidence IEA]	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0104	-0.753273601575451	0.545993438136797	637143476	cytochrome c oxidase, subunit I	109980	111569	+	GO:0004129 - cytochrome-c oxidase activity [Evidence IEA]	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0105	0.31814445362442	0.79338495094994	637143477	cytochrome C oxidase assembly protein	111579	112145	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0106	-0.410185829921551	0.698444896282371	637143478	cytochrome c oxidase, subunit III	112162	113049	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0107	-0.420771889973011	0.731575805606799	637143479	hypothetical protein	113072	114073	+	NA	NA	NA	NA
PP_0109	3.38521885782238	0.0317028232707482	637143481	hypothetical protein	114633	115712	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li> <li>Porphyrin metabolism</li> <li>Two-component system</li></ul>
PP_0110	1.98423484010149	0.216956177346797	637143482	protoheme IX farnesyltransferase	115697	116590	+	GO:0008495 - protoheme IX farnesyltransferase activity [Evidence IEA]	GO:0006783 - heme biosynthetic process [Evidence IEA]	NA	<ul><li>Oxidative phosphorylation</li> <li>Porphyrin metabolism</li></ul>
PP_0111	-0.100175234677133	0.954299177577959	637143483	Sco1/SenC family protein	116587	117219	+	NA	NA	NA	NA
PP_0112	1.56248468223925	0.133889507975224	637143484	ABC transporter, periplasmic binding protein, putative	117313	118083	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0113	-1.75213127014584	NA	637143485	ABC transporter, permease protein	118148	118819	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0114	-0.362202980229196	0.78965707626844	637143486	ABC transporter, ATP-binding protein	118819	119826	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0115	-1.7669258535193	0.108016541927522	637143487	catalase	120054	122189	+	GO:0004096 - catalase activity [Evidence IEA]; GO:0020037 - heme binding [Evidence IEA]	GO:0006979 - response to oxidative stress [Evidence IEA]	NA	<ul><li>Tryptophan metabolism</li> <li>Glyoxylate and dicarboxylate metabolism</li></ul>
PP_0116	-0.710804386307069	0.522600192381768	637143488	lipoprotein, putative	122250	122957	-	NA	NA	NA	NA
PP_0117	-0.332537112007617	NA	637143489	zinc ABC transporter, permease protein ZnuB	123084	123866	-	GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]	GO:0055085 - transmembrane transport [Evidence IEA]	NA	<ul><li>ABC transporters</li></ul>
PP_0118	1.61035126363554	NA	637143490	zinc ABC transporter, ATP-binding protein ZnuC	123859	124632	-	GO:0015633 - ABC-type zinc transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]	GO:0006829 - zinc ion transport [Evidence IEA]	NA	<ul><li>ABC transporters</li></ul>
PP_0119	0.614948676003452	0.799040750564657	637143491	transcriptional regulator, Fur family	124629	125036	-	NA	NA	NA	<ul><li>Quorum sensing</li></ul>
PP_0120	0.344512307357599	0.775630874543061	637143492	zinc ABC transporter, periplasmic zinc-binding protein ZnuA, putative	125181	126089	+	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0121	0.545990176496614	0.685599064439684	637143493	homoserine kinase (EC 2.7.1.39)	126139	127089	-	GO:0004413 - homoserine kinase activity [Evidence IEA]	GO:0009088 - threonine biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li></ul>
PP_0122	-0.517346467914104	0.60771853495137	637143494	hypothetical protein	127159	127446	-	NA	NA	NA	NA
PP_0123	-0.113344523236325	0.936443183365827	637143495	DNA polymerase I (EC 2.7.7.7)	127522	130269	+	GO:0008408 - 3'-5' exonuclease activity [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0003887 - DNA-directed DNA polymerase activity [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA]	GO:0006261 - DNA-dependent DNA replication [Evidence IEA]	NA	<ul><li>DNA replication</li> <li>Base excision repair</li> <li>Nucleotide excision repair</li> <li>Homologous recombination</li></ul>
PP_0124	-0.757114202153129	0.535009737051037	637143496	cell division checkpoint GTPase YihA	130640	131272	-	GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]; GO:0043022 - ribosome binding [Evidence IEA]	GO:0042254 - ribosome biogenesis [Evidence IEA]	NA	NA
PP_0125	-0.960917561581517	0.320155893094013	637143497	cytochrome c-type protein	131474	131776	+	GO:0020037 - heme binding [Evidence IEA]	NA	NA	NA
PP_0126	0.686049264132783	0.502239143855452	637143498	cytochrome c4	131808	132425	+	NA	NA	NA	NA
PP_0127	-1.39480264931975	0.156983802575548	637143499	thiol:disulfide interchange protein, DsbA family	132577	133209	+	NA	NA	NA	NA
PP_0128	0.516923338531261	0.799040750564657	637143500	hypothetical protein	133222	134076	+	NA	NA	NA	NA
PP_0129	1.51140396250705	0.208781884805769	637143501	GGDEF domain protein	134104	136041	+	GO:0009975 - cyclase activity [Evidence IEA]	GO:0009966 - regulation of signal transduction [Evidence IEA]	NA	NA
PP_0130	0.345947365511754	0.80151723229624	637143502	N-acetylmuramoyl-L-alanine amidase family protein	136115	136903	+	NA	NA	NA	NA
PP_0131	0.791164878096212	0.397195517925099	637143503	hypothetical protein	137099	138706	+	NA	NA	NA	NA
PP_0132	-0.854027129455399	0.578107224377676	637143504	Alginate biosynthesis sensor protein KinB (EC 2.7.13.3)	138721	140502	-	NA	NA	NA	<ul><li>Two-component system</li></ul>
PP_0133	0.72516727620016	0.52198079462549	637143505	Two-component response regulator AlgB	140499	141845	-	NA	NA	NA	<ul><li>Two-component system</li></ul>
PP_0134	-0.999475627682969	0.423564600778429	637143506	hypothetical protein	142056	142877	+	NA	NA	NA	NA
PP_0135	-2.22000752692353	0.218279183035541	637143507	hypothetical protein	143386	143547	+	NA	NA	NA	NA
PP_0136	0.558162860185453	0.672895445947261	637143508	hypothetical protein	143550	144020	+	NA	NA	NA	NA
PP_0137	-4.43782781881424	0.00649883427751284	637143509	proton/sodium-glutamate/aspartate symporter	144766	146094	+	GO:0015293 - symporter activity [Evidence IEA]	GO:0006835 - dicarboxylic acid transport [Evidence IEA]	GO:0016021 - integral component of membrane [Evidence IEA]	NA
PP_0138	0.0415759642306838	NA	637143510	hypothetical protein	146242	147471	+	NA	NA	NA	NA
PP_0139	2.48615815403266	0.0975898402801201	637143511	lipoprotein, putative	147453	148088	-	NA	NA	NA	NA
PP_0140	-0.771501533969821	0.684102664188813	637143512	hypothetical protein	148085	149023	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0141	2.29356763253388	0.241745039392814	637143513	ABC transporter, ATP-binding protein, putative	149027	149818	-	GO:0005524 - ATP binding [Evidence IEA]	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0142	1.54421276387119	0.321718686274826	637143514	ABC transporter, permease protein, putative	149815	150948	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0143	-0.956048602213454	0.612459812032373	637143515	hypothetical protein	151080	152105	-	NA	NA	NA	NA
PP_0144	1.03743906791947	0.471769722544025	637143516	metalloprotease, insulinase family	152199	153605	-	NA	NA	NA	NA
PP_0145	-1.35752034134018	0.288456811008419	637143517	Na+/Pi cotransporter family protein	153636	155294	-	NA	NA	NA	NA
PP_0146	-2.49369346794216	0.0395645471957839	637143518	hypothetical protein	155577	156374	-	NA	NA	NA	NA
PP_0147	-3.78216326712407	0.0196480764742502	637143519	citrate transporter	156417	157724	-	NA	NA	NA	NA
PP_0148	0.582721434483411	0.723277159025743	637143520	hypothetical protein	157989	158393	+	NA	NA	NA	NA
PP_0149	-1.41331105847432	NA	637143521	hypothetical protein	158432	160387	-	NA	NA	NA	NA
PP_0150	3.93284510498205	0.0321211680381132	637143522	hypothetical protein	160384	160704	-	NA	NA	NA	NA
PP_0151	-1.30093518617419	0.421115249681714	637143523	hypothetical protein	160741	161034	-	NA	NA	NA	NA
PP_0152	0.241357588750441	0.822904145659784	637143524	hypothetical protein	161124	161504	-	NA	NA	NA	NA
PP_0153	0.627907822585577	0.55564610905113	637143525	hypothetical protein	161750	161965	-	NA	NA	NA	NA
PP_0154	1.3338294578459	0.215158164909279	637143526	acetyl-CoA hydrolase/transferase family protein	162339	163832	-	NA	NA	NA	<ul><li>Citrate cycle (TCA cycle)</li> <li>Pyruvate metabolism</li> <li>Butanoate metabolism</li></ul>
PP_0155	0.240498040388032	0.878369846373715	637143527	pyridine nucleotide transhydrogenase, beta subunit	164019	165455	-	NA	NA	NA	<ul><li>Nicotinate and nicotinamide metabolism</li></ul>
PP_0157	3.8387490522606	1.15402048738303e-09	637143528	transcriptional regulator, LysR family	167324	168241	-	NA	NA	NA	NA
PP_0158	-0.785253314253346	0.49034017651367	637143529	glutaryl-CoA dehydrogenase	168402	169583	+	NA	NA	NA	<ul><li>Fatty acid degradation</li> <li>Lysine degradation</li> <li>Benzoate degradation</li> <li>Tryptophan metabolism</li></ul>
PP_0159	-0.016912503368769	0.992709944293002	637143530	CAIB/BAIF family protein	169597	170817	+	NA	NA	NA	NA
PP_0160	-0.556875828975049	0.578959312338095	637143538	ferrioxamine receptor, putative	182074	184560	-	GO:0015343 - siderophore transmembrane transporter activity [Evidence IEA]	GO:0015891 - siderophore transport [Evidence IEA]	GO:0019867 - outer membrane [Evidence IEA]	NA
PP_0161	-0.0173129923276319	0.994426557675852	637143539	FecR family protein	184654	185610	-	NA	NA	NA	NA
PP_0163	-0.350857285719736	0.804349124841083	637143541	transcriptional regulator, GntR family	186225	186914	-	NA	NA	NA	NA
PP_0164	-2.3383773474636	0.0136293864797059	637143542	hypothetical protein	187239	187880	+	NA	NA	NA	NA
PP_0165	1.68890528420507	0.166682474257455	637143543	diguanylate cyclase/phosphodiesterase	187891	189837	+	NA	NA	NA	NA
PP_0166	-0.983040159344746	0.280325192741719	637143544	HlyD family secretion protein	189994	191370	-	NA	GO:0030253 - protein secretion by the type I secretion system [Evidence IEA]	NA	NA
