id	log2FoldChange	padj	prot_ID	product	start	end	strand	GO_function	GO_process	GO_component	KEGG_definitions
PP_0012	-0.570684845572057	0.0927413018434462	637143384	DNA replication and repair protein RecF	12222	13325	+	GO:0005524 - ATP binding [Evidence IEA]; GO:0003697 - single-stranded DNA binding [Evidence IEA]	GO:0006281 - DNA repair [Evidence IEA]	NA	<ul><li>Homologous recombination</li></ul>
PP_0013	-0.408586211738398	0.0998355136609711	637143385	DNA gyrase subunit B (EC 5.99.1.3)	13330	15750	+	GO:0003918 - DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [Evidence IEA]	GO:0006265 - DNA topological change [Evidence IEA]	GO:0009330 - DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [Evidence IEA]	NA
PP_0014	0.622232826463606	0.457566336378477	637143386	transposase, putative	17133	19166	+	NA	GO:0015074 - DNA integration [Evidence IEA]	NA	NA
PP_0015	0.538086329694921	0.617181855207381	637143387	GTP-binding protein, putative	19163	20122	+	NA	NA	NA	NA
PP_0016	1.1594869840191	0.0747243655533838	637143388	hypothetical protein	20198	22114	+	NA	NA	NA	NA
PP_0017	0.0629122810401983	0.93683222522712	637143389	H-NS family protein MvaT	22171	22530	+	NA	NA	NA	NA
PP_0018	0.142712545383364	0.776738382272406	637143390	hypothetical protein	23176	24018	+	NA	NA	NA	NA
PP_0019	0.373650142258071	0.232572707170374	637143391	hypothetical protein	24000	24698	+	NA	NA	NA	NA
PP_0020	-0.149853237377463	0.741332367549463	637143392	hypothetical protein	24695	25570	+	NA	NA	NA	NA
PP_0021	0.673037884493763	0.362907435236147	637143393	hypothetical protein	25881	26804	+	NA	NA	NA	NA
PP_0023	1.487776674739	0.00289146833691378	637143395	hypothetical protein	27599	27727	-	NA	NA	NA	NA
PP_0024	0.00299987354969544	NA	637143396	phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase	27850	29547	-	GO:0016772 - transferase activity, transferring phosphorus-containing groups [Evidence IEA]	NA	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0026	0.0396426974307818	0.973676448979772	637143398	cobalt/cadmium/zinc transporter, CDF family	30431	31336	+	NA	NA	NA	NA
PP_0027	0.0291530079392256	NA	637143399	hypothetical protein	31404	31844	+	NA	NA	NA	NA
PP_0029	-2.09018006357321	1.06898136145398e-23	637143401	DNA-binding response regulator CzrR	32893	33567	+	GO:0003677 - DNA binding [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	NA	NA
PP_0030	-1.89223185631956	2.83530397524079e-11	637143402	sensor histidine kinase	33564	34982	+	GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA]; GO:0016772 - transferase activity, transferring phosphorus-containing groups [Evidence IEA]	GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0016310 - phosphorylation [Evidence IEA]	GO:0016021 - integral component of membrane [Evidence IEA]	<ul><li>Two-component system</li></ul>
PP_0033	0.759623813697709	NA	637143405	sugar transferase, putative	36198	37652	-	NA	NA	GO:0016020 - membrane [Evidence IEA]	NA
PP_0036	1.50340647708618	NA	637143408	transcriptional regulator, LysR family	39272	40240	+	NA	NA	NA	NA
PP_0037	0.241021085241255	NA	637143409	porin P	40469	41758	+	NA	NA	NA	NA
PP_0039	0.786606269355096	0.0186205760909951	637143411	hypothetical protein	42057	43082	+	NA	NA	NA	NA
PP_0040	-0.75876863399081	NA	637143412	hypothetical protein	43210	43434	+	NA	NA	NA	NA
PP_0041	-0.350042216690448	NA	637143413	cadmium translocating P-type ATPase	43527	45524	-	NA	NA	NA	NA
PP_0043	-0.56303578045143	NA	637143415	cobalt/zinc/cadmium efflux RND transporter, permease protein, CzcA family	46213	49374	-	GO:0051139 - metal ion:proton antiporter activity [Evidence IEA]	NA	GO:0016021 - integral component of membrane [Evidence IEA]	NA
PP_0046	1.57348700136942	NA	637143418	porin, putative	52394	53737	+	NA	NA	NA	NA
PP_0047	1.27822646902636	NA	637143419	two component transcriptional regulator, winged helix family	54227	54901	+	GO:0003677 - DNA binding [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	NA	NA
PP_0049	0.612342323963286	0.174146862122217	637143421	hypothetical protein	56161	57627	-	NA	NA	NA	NA
PP_0050	-1.42285425414785	0.0885008215046147	637143422	hypothetical protein	58777	59184	-	NA	NA	NA	NA
PP_0051	0.117706045145139	0.898353511141225	637143423	sigma54 specific transcriptional regulator, Fis family	59316	60608	-	NA	NA	NA	NA
PP_0052	-0.175978250145312	0.70449354065128	637143424	metallo-beta-lactamase family protein	60831	61715	+	NA	NA	NA	NA
PP_0053	-0.145439976478019	0.849771245884821	637143425	hypothetical protein	61756	63024	+	NA	NA	NA	<ul><li>Sulfur metabolism</li></ul>
PP_0054	0.251384290539365	0.848598762790231	637143426	hypothetical protein	62982	63839	+	NA	NA	NA	NA
PP_0055	0.454905511160884	0.549431041323769	637143427	transcriptional regulator, LysR family	63828	64715	-	NA	NA	NA	NA
PP_0056	-1.16121953547653	6.91671241675928e-05	637143428	oxidoreductase, GMC family	64943	66595	+	NA	NA	NA	NA
PP_0057	-4.61636295500643	5.35114638822803e-19	637143429	major facilitator family transporter	66693	68312	+	NA	NA	NA	NA
PP_0058	0.302280941730191	0.692813136308626	637143430	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	68487	69272	-	NA	NA	NA	<ul><li>Glycerolipid metabolism</li> <li>Glycerophospholipid metabolism</li></ul>
PP_0059	-0.347132229256272	0.714733761137504	637143431	D-alpha,beta-D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)	69319	69846	-	GO:0016791 - phosphatase activity [Evidence IEA]	GO:0005975 - carbohydrate metabolic process [Evidence IEA]	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0060	-0.364796660488707	0.253426948112511	637143432	glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	69850	71904	-	GO:0004820 - glycine-tRNA ligase activity [Evidence IEA]	GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA]	GO:0009345 - glycine-tRNA ligase complex [Evidence IEA]	<ul><li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0061	-0.560024694493661	0.173146418643672	637143433	glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	71901	72848	-	GO:0004820 - glycine-tRNA ligase activity [Evidence IEA]	GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA]	GO:0009345 - glycine-tRNA ligase complex [Evidence IEA]	<ul><li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0062	0.803244965499969	0.306005152942557	637143434	DNA-3-methyladenine glycosylase I (EC 3.2.2.20)	72932	73483	+	NA	NA	NA	<ul><li>Base excision repair</li></ul>
PP_0063	-0.257539564571501	0.709789750716251	637143435	lipid A biosynthesis lauroyl acyltransferase	73525	74412	+	NA	NA	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0064	-0.118878261218914	NA	637143436	TPR domain protein	74510	74824	-	NA	NA	NA	NA
PP_0065	-0.237777500530903	0.671627036007298	637143437	potassium uptake protein TrkA	74836	76209	-	GO:0015079 - potassium ion transmembrane transporter activity [Evidence IEA]	GO:0006813 - potassium ion transport [Evidence IEA]	GO:0005886 - plasma membrane [Evidence IEA]	NA
PP_0066	-0.211322033181545	0.783624867866686	637143438	16S rRNA m(5)C-967 methyltransferase (EC 2.1.1.176)	76233	77543	-	GO:0008649 - rRNA methyltransferase activity [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]; GO:0001510 - RNA methylation [Evidence IEA]; GO:0006364 - rRNA processing [Evidence IEA]	NA	NA
PP_0067	-0.958317490978719	0.0999405252120766	637143439	methionyl-tRNA formyltransferase (EC 2.1.2.9)	77540	78472	-	GO:0004479 - methionyl-tRNA formyltransferase activity [Evidence IEA]	GO:0006431 - methionyl-tRNA aminoacylation [Evidence IEA]	NA	<ul><li>One carbon pool by folate</li> <li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0068	-0.4728541236524	0.225532364788642	637143440	peptide deformylase (EC 3.5.1.88)	78533	79039	-	GO:0042586 - peptide deformylase activity [Evidence IEA]	GO:0006464 - cellular protein modification process [Evidence IEA]	NA	NA
PP_0069	0.0942212072308547	0.93175897792271	637143441	DNA protecting protein DprA	79246	80343	+	NA	GO:0009294 - DNA mediated transformation [Evidence IEA]	NA	NA
PP_0070	0.434578159382444	NA	637143442	translation factor SUA5	80386	80943	+	NA	NA	NA	NA
PP_0071	2.34578440330164	1.76331714051273e-06	637143443	hypothetical protein	81562	82023	+	NA	NA	NA	NA
PP_0072	0.573560546487545	0.118770041464314	637143444	quinone oxidoreductase	82151	83128	-	GO:0016491 - oxidoreductase activity [Evidence IEA]	NA	NA	NA
PP_0073	0.527586865016823	0.477682402845836	637143445	coproporphyrinogen oxidase (EC 1.3.3.3)	83261	84172	+	GO:0004109 - coproporphyrinogen oxidase activity [Evidence IEA]	GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]	NA	<ul><li>Porphyrin metabolism</li></ul>
PP_0074	-0.334265020148626	NA	637143446	shikimate dehydrogenase (EC 1.1.1.25)	84198	85022	+	GO:0004764 - shikimate 3-dehydrogenase (NADP+) activity [Evidence IEA]	GO:0019632 - shikimate metabolic process [Evidence IEA]	NA	<ul><li>Phenylalanine, tyrosine and tryptophan biosynthesis</li> <li>Biosynthesis of various plant secondary metabolites</li></ul>
PP_0075	-1.53572132431706	0.0950522201287141	637143447	sulfate transporter	85152	86717	-	NA	NA	NA	NA
PP_0076	-0.19557278152422	0.856494854047182	637143448	glycine betaine-binding protein, putative	86861	87802	-	GO:0015220 - choline transmembrane transporter activity [Evidence IEA]	GO:0015871 - choline transport [Evidence IEA]	GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]	<ul><li>ABC transporters</li></ul>
PP_0077	-0.707945579467817	0.260581833920003	637143449	choline sulfatase	87799	89316	-	GO:0008484 - sulfuric ester hydrolase activity [Evidence IEA]	NA	NA	NA
PP_0079	0.409642509992455	NA	637143451	transcriptional regulator, LysR family	89425	90324	+	NA	NA	NA	NA
PP_0080	-1.93549105714638	0.0528959615579188	637143452	hypothetical protein	90446	91063	-	NA	NA	NA	NA
PP_0081	-0.400168837061528	0.575380999176703	637143453	hypothetical protein	91077	91448	+	NA	NA	NA	NA
PP_0082	-1.20593205336739	0.00013926310411616	637143454	tryptophan synthase, alpha chain (EC 4.2.1.20)	91569	92378	-	GO:0004834 - tryptophan synthase activity [Evidence IEA]	GO:0000162 - tryptophan biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li> <li>Phenylalanine, tyrosine and tryptophan biosynthesis</li></ul>
PP_0083	-1.1320127584615	0.000104018833383806	637143455	tryptophan synthase, beta chain (EC 4.2.1.20)	92375	93592	-	GO:0004834 - tryptophan synthase activity [Evidence IEA]	GO:0000162 - tryptophan biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li> <li>Phenylalanine, tyrosine and tryptophan biosynthesis</li></ul>
PP_0084	-0.14655854886958	NA	637143456	transcriptional regulator TrpI	93703	94599	+	NA	NA	NA	NA
PP_0085	-1.09034102227288	0.0339764258140624	637143457	hypothetical protein	94596	95084	-	NA	NA	NA	NA
PP_0086	-0.127455944966008	0.824260701318547	637143458	hypothetical protein	95070	95285	+	NA	NA	NA	NA
PP_0087	-0.0613630849623726	0.960976149521645	637143459	hypothetical protein	95344	95607	+	NA	NA	NA	NA
PP_0088	0.181926054814202	0.828674162568795	637143460	hypothetical protein	95679	96683	-	NA	NA	NA	NA
PP_0089	-0.361562746049155	NA	637143461	osmotically inducible protein OsmC	96836	97261	+	NA	NA	NA	NA
PP_0090	-0.303486674549604	0.615241743858814	637143462	hypothetical protein	97274	97570	+	NA	NA	NA	NA
PP_0091	-1.10277803122249	0.000202043031838784	637143463	lipoprotein, putative	97606	98019	-	NA	NA	NA	NA
PP_0092	1.1709048994933	0.0284677209798173	637143464	lipoprotein, putative	98075	98488	-	NA	NA	NA	NA
PP_0093	0.225271280909802	0.856494854047182	637143465	hypothetical protein	98487	99650	+	NA	NA	NA	NA
PP_0094	-0.703339425784484	0.408535462342655	637143466	hydrolase, haloacid dehalogenase-like family	99757	100407	-	NA	NA	NA	<ul><li>Glyoxylate and dicarboxylate metabolism</li></ul>
PP_0095	0.256610942784808	0.818322269507237	637143467	anhydrase, family 3 protein	100529	101077	-	NA	NA	NA	NA
PP_0096	-0.05702779479654	0.87546490695024	637143468	oligopeptidase A (EC:3.4.24.70). Metallo peptidase. MEROPS family M03A	101180	103231	+	GO:0004222 - metalloendopeptidase activity [Evidence IEA]	GO:0006508 - proteolysis [Evidence IEA]	NA	NA
PP_0097	0.854421494973055	0.158661403559149	637143469	hypothetical protein	103228	103509	+	NA	NA	NA	NA
PP_0098	0.425429024533454	NA	637143470	hypothetical protein	103528	103701	+	NA	NA	NA	NA
PP_0099	-0.0315338292559285	0.9735343098403	637143471	hypothetical protein	103841	104899	+	GO:0003824 - catalytic activity [Evidence IEA]; GO:0051536 - iron-sulfur cluster binding [Evidence IEA]	NA	NA	NA
PP_0100	0.540701050369823	0.010656689662528	637143472	carbonic anhydrase	105206	105925	+	NA	NA	NA	<ul><li>Nitrogen metabolism</li></ul>
PP_0101	3.39879753459537	NA	637143473	sulfate transporter, putative	106133	107650	+	NA	NA	NA	NA
PP_0102	1.57517267892868	NA	637143474	hypothetical protein	107786	108676	+	NA	NA	NA	NA
PP_0103	1.29715948650911	1.29542784904331e-09	637143475	cytochrome c oxidase, subunit II	108809	109936	+	GO:0004129 - cytochrome-c oxidase activity [Evidence IEA]	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0104	1.39170981110515	7.1091208826325e-06	637143476	cytochrome c oxidase, subunit I	109980	111569	+	GO:0004129 - cytochrome-c oxidase activity [Evidence IEA]	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0105	1.13457618076837	0.00865215871637503	637143477	cytochrome C oxidase assembly protein	111579	112145	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0106	1.441074772573	0.00126614301331071	637143478	cytochrome c oxidase, subunit III	112162	113049	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0107	1.42124338291573	0.000963807086900717	637143479	hypothetical protein	113072	114073	+	NA	NA	NA	NA
PP_0108	1.56586403676847	NA	637143480	hypothetical protein	114042	114623	+	NA	NA	NA	NA
PP_0109	0.155664097071454	0.88340915692738	637143481	hypothetical protein	114633	115712	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li> <li>Porphyrin metabolism</li> <li>Two-component system</li></ul>
PP_0110	0.868122521288585	NA	637143482	protoheme IX farnesyltransferase	115697	116590	+	GO:0008495 - protoheme IX farnesyltransferase activity [Evidence IEA]	GO:0006783 - heme biosynthetic process [Evidence IEA]	NA	<ul><li>Oxidative phosphorylation</li> <li>Porphyrin metabolism</li></ul>
PP_0111	-0.762711733890015	0.245894786990327	637143483	Sco1/SenC family protein	116587	117219	+	NA	NA	NA	NA
PP_0112	-0.160289759280684	0.792980602408997	637143484	ABC transporter, periplasmic binding protein, putative	117313	118083	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0113	-0.639906594370994	0.564376129747601	637143485	ABC transporter, permease protein	118148	118819	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0114	-0.663430501234375	0.220529547878689	637143486	ABC transporter, ATP-binding protein	118819	119826	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0115	-0.847332867093513	0.168450342133041	637143487	catalase	120054	122189	+	GO:0004096 - catalase activity [Evidence IEA]; GO:0020037 - heme binding [Evidence IEA]	GO:0006979 - response to oxidative stress [Evidence IEA]	NA	<ul><li>Tryptophan metabolism</li> <li>Glyoxylate and dicarboxylate metabolism</li></ul>
PP_0116	0.0202976073915348	0.975619698330178	637143488	lipoprotein, putative	122250	122957	-	NA	NA	NA	NA
PP_0117	-0.453580717783793	NA	637143489	zinc ABC transporter, permease protein ZnuB	123084	123866	-	GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]	GO:0055085 - transmembrane transport [Evidence IEA]	NA	<ul><li>ABC transporters</li></ul>
PP_0118	-1.28619445037559	0.05394419026703	637143490	zinc ABC transporter, ATP-binding protein ZnuC	123859	124632	-	GO:0015633 - ABC-type zinc transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]	GO:0006829 - zinc ion transport [Evidence IEA]	NA	<ul><li>ABC transporters</li></ul>
PP_0119	-1.17793494800063	0.0137226525597372	637143491	transcriptional regulator, Fur family	124629	125036	-	NA	NA	NA	<ul><li>Quorum sensing</li></ul>
PP_0120	0.650803942125666	0.293140955300992	637143492	zinc ABC transporter, periplasmic zinc-binding protein ZnuA, putative	125181	126089	+	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0121	-1.79110255151615	1.45604120556228e-12	637143493	homoserine kinase (EC 2.7.1.39)	126139	127089	-	GO:0004413 - homoserine kinase activity [Evidence IEA]	GO:0009088 - threonine biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li></ul>
PP_0122	-0.574661504523651	0.0474626426251973	637143494	hypothetical protein	127159	127446	-	NA	NA	NA	NA
PP_0123	-0.344997341680716	0.264540721507861	637143495	DNA polymerase I (EC 2.7.7.7)	127522	130269	+	GO:0008408 - 3'-5' exonuclease activity [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0003887 - DNA-directed DNA polymerase activity [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA]	GO:0006261 - DNA-dependent DNA replication [Evidence IEA]	NA	<ul><li>DNA replication</li> <li>Base excision repair</li> <li>Nucleotide excision repair</li> <li>Homologous recombination</li></ul>
PP_0124	-0.233209204897604	0.636010579076718	637143496	cell division checkpoint GTPase YihA	130640	131272	-	GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]; GO:0043022 - ribosome binding [Evidence IEA]	GO:0042254 - ribosome biogenesis [Evidence IEA]	NA	NA
PP_0125	1.20226807650091	7.20781442600537e-06	637143497	cytochrome c-type protein	131474	131776	+	GO:0020037 - heme binding [Evidence IEA]	NA	NA	NA
PP_0126	0.709333267771832	0.00587606291731173	637143498	cytochrome c4	131808	132425	+	NA	NA	NA	NA
PP_0127	-0.431771043261775	0.14697964518187	637143499	thiol:disulfide interchange protein, DsbA family	132577	133209	+	NA	NA	NA	NA
PP_0128	-0.229147135182787	0.683533043411073	637143500	hypothetical protein	133222	134076	+	NA	NA	NA	NA
PP_0129	0.525616844861328	0.364433933695574	637143501	GGDEF domain protein	134104	136041	+	GO:0009975 - cyclase activity [Evidence IEA]	GO:0009966 - regulation of signal transduction [Evidence IEA]	NA	NA
PP_0130	-1.11960740225174	0.0406705903579196	637143502	N-acetylmuramoyl-L-alanine amidase family protein	136115	136903	+	NA	NA	NA	NA
PP_0131	0.490998491961348	0.500713203153484	637143503	hypothetical protein	137099	138706	+	NA	NA	NA	NA
PP_0132	-0.252427166337809	0.60120373370687	637143504	Alginate biosynthesis sensor protein KinB (EC 2.7.13.3)	138721	140502	-	NA	NA	NA	<ul><li>Two-component system</li></ul>
PP_0133	-0.0293923262234914	0.948248930807859	637143505	Two-component response regulator AlgB	140499	141845	-	NA	NA	NA	<ul><li>Two-component system</li></ul>
PP_0134	0.505954309319168	0.453545002334037	637143506	hypothetical protein	142056	142877	+	NA	NA	NA	NA
PP_0135	-1.74534552877587	0.014250143089175	637143507	hypothetical protein	143386	143547	+	NA	NA	NA	NA
PP_0136	-1.92625997023915	2.89376379345383e-11	637143508	hypothetical protein	143550	144020	+	NA	NA	NA	NA
PP_0137	-0.446911280501169	0.683432938822101	637143509	proton/sodium-glutamate/aspartate symporter	144766	146094	+	GO:0015293 - symporter activity [Evidence IEA]	GO:0006835 - dicarboxylic acid transport [Evidence IEA]	GO:0016021 - integral component of membrane [Evidence IEA]	NA
PP_0138	-0.331753974938441	0.755397817399564	637143510	hypothetical protein	146242	147471	+	NA	NA	NA	NA
PP_0139	0.224660430027527	0.780042143541573	637143511	lipoprotein, putative	147453	148088	-	NA	NA	NA	NA
PP_0140	0.125788072521958	0.892842923174254	637143512	hypothetical protein	148085	149023	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0141	0.398611022095897	0.635237013771405	637143513	ABC transporter, ATP-binding protein, putative	149027	149818	-	GO:0005524 - ATP binding [Evidence IEA]	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0142	-0.256568751330635	0.742992224330931	637143514	ABC transporter, permease protein, putative	149815	150948	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0143	-1.60014397801784	2.56722131985994e-05	637143515	hypothetical protein	151080	152105	-	NA	NA	NA	NA
PP_0144	0.778159898326739	0.253492442756642	637143516	metalloprotease, insulinase family	152199	153605	-	NA	NA	NA	NA
PP_0145	0.150648153369635	0.847452351832326	637143517	Na+/Pi cotransporter family protein	153636	155294	-	NA	NA	NA	NA
PP_0146	-0.430246861505203	0.442860380067662	637143518	hypothetical protein	155577	156374	-	NA	NA	NA	NA
PP_0147	-0.0298754805145564	NA	637143519	citrate transporter	156417	157724	-	NA	NA	NA	NA
PP_0148	-1.76274984802473	1.93957820661802e-05	637143520	hypothetical protein	157989	158393	+	NA	NA	NA	NA
PP_0149	-0.506431757456451	0.621355459536327	637143521	hypothetical protein	158432	160387	-	NA	NA	NA	NA
PP_0150	-1.08236135822362	0.00384836620293722	637143522	hypothetical protein	160384	160704	-	NA	NA	NA	NA
PP_0151	-0.527382933676907	0.620764404310497	637143523	hypothetical protein	160741	161034	-	NA	NA	NA	NA
PP_0152	0.0369838320590446	0.923993372335904	637143524	hypothetical protein	161124	161504	-	NA	NA	NA	NA
PP_0153	3.49046295451886	1.21514538396254e-24	637143525	hypothetical protein	161750	161965	-	NA	NA	NA	NA
PP_0154	2.98408954360473	9.69453969994753e-38	637143526	acetyl-CoA hydrolase/transferase family protein	162339	163832	-	NA	NA	NA	<ul><li>Citrate cycle (TCA cycle)</li> <li>Pyruvate metabolism</li> <li>Butanoate metabolism</li></ul>
PP_0155	-1.08231666522683	0.000368741878023503	637143527	pyridine nucleotide transhydrogenase, beta subunit	164019	165455	-	NA	NA	NA	<ul><li>Nicotinate and nicotinamide metabolism</li></ul>
PP_0157	0.961339687583579	0.295726873974241	637143528	transcriptional regulator, LysR family	167324	168241	-	NA	NA	NA	NA
PP_0158	1.00647615652787	0.00529563127451233	637143529	glutaryl-CoA dehydrogenase	168402	169583	+	NA	NA	NA	<ul><li>Fatty acid degradation</li> <li>Lysine degradation</li> <li>Benzoate degradation</li> <li>Tryptophan metabolism</li></ul>
PP_0159	0.300506322854624	0.567880249038945	637143530	CAIB/BAIF family protein	169597	170817	+	NA	NA	NA	NA
PP_0160	0.380604508395137	0.659009408871523	637143538	ferrioxamine receptor, putative	182074	184560	-	GO:0015343 - siderophore transmembrane transporter activity [Evidence IEA]	GO:0015891 - siderophore transport [Evidence IEA]	GO:0019867 - outer membrane [Evidence IEA]	NA
PP_0161	0.567112194465197	NA	637143539	FecR family protein	184654	185610	-	NA	NA	NA	NA
PP_0163	0.451143343638551	NA	637143541	transcriptional regulator, GntR family	186225	186914	-	NA	NA	NA	NA
PP_0164	1.97140283310898	0.000296595658499834	637143542	hypothetical protein	187239	187880	+	NA	NA	NA	NA
PP_0165	1.18620101416754	0.0154326283818595	637143543	diguanylate cyclase/phosphodiesterase	187891	189837	+	NA	NA	NA	NA
PP_0166	-0.184891707557874	0.674650467665595	637143544	HlyD family secretion protein	189994	191370	-	NA	GO:0030253 - protein secretion by the type I secretion system [Evidence IEA]	NA	NA
PP_0167	0.201357777650954	0.535336075840117	637143545	toxin secretion ATP-binding protein	191360	193516	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0168	0.130636688041652	0.599343571807108	637143546	surface adhesion protein, putative	194494	220542	+	NA	NA	NA	NA
PP_0169	0.911197955568376	0.319563750124359	637143547	dioxygenase, TauD/TfdA family	221228	222127	+	NA	NA	NA	<ul><li>Taurine and hypotaurine metabolism</li> <li>Sulfur metabolism</li></ul>
PP_0170	1.71751114581445	NA	637143548	ABC transporter, periplasmic binding protein	222145	223164	+	NA	NA	NA	<ul><li>Sulfur metabolism</li> <li>ABC transporters</li></ul>
