id	log2FoldChange	padj	prot_ID	product	start	end	strand	GO_function	GO_process	GO_component	KEGG_definitions
PP_0011	-0.745955761718038	0.0485349863098758	637143383	DNA polymerase III, beta subunit (EC 2.7.7.7)	11103	12206	+	GO:0003887 - DNA-directed DNA polymerase activity [Evidence IEA]	GO:0006260 - DNA replication [Evidence IEA]	GO:0009360 - DNA polymerase III complex [Evidence IEA]	<ul><li>DNA replication</li> <li>Mismatch repair</li> <li>Homologous recombination</li></ul>
PP_0012	0.0700692962731346	0.873812108842781	637143384	DNA replication and repair protein RecF	12222	13325	+	GO:0005524 - ATP binding [Evidence IEA]; GO:0003697 - single-stranded DNA binding [Evidence IEA]	GO:0006281 - DNA repair [Evidence IEA]	NA	<ul><li>Homologous recombination</li></ul>
PP_0013	-0.596087594869382	0.0773127812292296	637143385	DNA gyrase subunit B (EC 5.99.1.3)	13330	15750	+	GO:0003918 - DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [Evidence IEA]	GO:0006265 - DNA topological change [Evidence IEA]	GO:0009330 - DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [Evidence IEA]	NA
PP_0014	-3.47786346102284	6.82898270127167e-07	637143386	transposase, putative	17133	19166	+	NA	GO:0015074 - DNA integration [Evidence IEA]	NA	NA
PP_0015	-4.35203889658591	8.88061574305009e-13	637143387	GTP-binding protein, putative	19163	20122	+	NA	NA	NA	NA
PP_0016	-3.16427806194813	1.17596713053011e-15	637143388	hypothetical protein	20198	22114	+	NA	NA	NA	NA
PP_0017	-3.12739863154908	4.50544915778408e-16	637143389	H-NS family protein MvaT	22171	22530	+	NA	NA	NA	NA
PP_0018	-4.12735289835436	1.45129428152268e-38	637143390	hypothetical protein	23176	24018	+	NA	NA	NA	NA
PP_0019	-3.72544178265	2.02375465989547e-28	637143391	hypothetical protein	24000	24698	+	NA	NA	NA	NA
PP_0020	-3.52946064790589	2.78726057434556e-29	637143392	hypothetical protein	24695	25570	+	NA	NA	NA	NA
PP_0021	-3.15090764243948	9.02282780072033e-21	637143393	hypothetical protein	25881	26804	+	NA	NA	NA	NA
PP_0022	-6.87449138567638	2.09601987985632e-06	637143394	hypothetical protein	26989	27390	-	NA	NA	NA	NA
PP_0023	-3.99531206773006	6.93223852550837e-16	637143395	hypothetical protein	27599	27727	-	NA	NA	NA	NA
PP_0024	-5.79897540465954	1.41873532846496e-10	637143396	phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase	27850	29547	-	GO:0016772 - transferase activity, transferring phosphorus-containing groups [Evidence IEA]	NA	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0026	-2.62686000089979	9.7415842041895e-12	637143398	cobalt/cadmium/zinc transporter, CDF family	30431	31336	+	NA	NA	NA	NA
PP_0027	-4.6059768105219	1.10587072244585e-10	637143399	hypothetical protein	31404	31844	+	NA	NA	NA	NA
PP_0028	-6.67232106874775	1.24570185156938e-09	637143400	hypothetical protein	31877	32203	-	NA	NA	NA	NA
PP_0029	-4.17469332531461	4.60315375391132e-15	637143401	DNA-binding response regulator CzrR	32893	33567	+	GO:0003677 - DNA binding [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	NA	NA
PP_0030	-3.20856445099804	8.1036581159634e-22	637143402	sensor histidine kinase	33564	34982	+	GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA]; GO:0016772 - transferase activity, transferring phosphorus-containing groups [Evidence IEA]	GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0016310 - phosphorylation [Evidence IEA]	GO:0016021 - integral component of membrane [Evidence IEA]	<ul><li>Two-component system</li></ul>
PP_0031	-6.79983879926125	9.09542771152896e-06	637143403	hypothetical protein	35040	35627	-	NA	NA	NA	NA
PP_0032	-8.50353102944552	1.24477553184655e-09	637143404	hypothetical protein	35894	36115	+	NA	NA	NA	NA
PP_0033	-3.9397958024631	5.51740462312627e-07	637143405	sugar transferase, putative	36198	37652	-	NA	NA	GO:0016020 - membrane [Evidence IEA]	NA
PP_0034	-5.82070435435802	3.10403293349808e-05	637143406	glycosyl transferase, group 2 family protein	37646	38629	-	NA	NA	NA	NA
PP_0035	-2.43628658597528	0.0479114357863736	637143407	GtrA family protein	38595	39014	-	NA	NA	NA	NA
PP_0036	-5.55297552226011	6.78237597314139e-14	637143408	transcriptional regulator, LysR family	39272	40240	+	NA	NA	NA	NA
PP_0037	-2.79161991443917	0.00302072960696302	637143409	porin P	40469	41758	+	NA	NA	NA	NA
PP_0039	-0.801986302548066	0.0177831694112267	637143411	hypothetical protein	42057	43082	+	NA	NA	NA	NA
PP_0040	-2.72276712722028	2.15774074266978e-06	637143412	hypothetical protein	43210	43434	+	NA	NA	NA	NA
PP_0041	-5.54383315760915	1.11506703749333e-08	637143413	cadmium translocating P-type ATPase	43527	45524	-	NA	NA	NA	NA
PP_0042	-6.98833096275154	1.27818240233853e-17	637143414	hypothetical protein	45727	45939	-	NA	NA	NA	NA
PP_0043	-4.41701973711915	1.4990032163073e-09	637143415	cobalt/zinc/cadmium efflux RND transporter, permease protein, CzcA family	46213	49374	-	GO:0051139 - metal ion:proton antiporter activity [Evidence IEA]	NA	GO:0016021 - integral component of membrane [Evidence IEA]	NA
PP_0044	-2.57931451108661	0.0542857312126636	637143416	cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family	49399	50649	-	GO:0005215 - transporter activity [Evidence IEA]	GO:0006810 - transport [Evidence IEA]	NA	NA
PP_0045	-7.20254393806334	7.91706146784246e-07	637143417	cobalt/zinc/cadmium efflux RND transporter, outer membrane protein, CzcC family	50718	51989	-	NA	NA	NA	NA
PP_0046	-4.79409792960761	4.40222571208499e-28	637143418	porin, putative	52394	53737	+	NA	NA	NA	NA
PP_0047	-5.14415436235197	3.39849376778117e-19	637143419	two component transcriptional regulator, winged helix family	54227	54901	+	GO:0003677 - DNA binding [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	NA	NA
PP_0048	-6.00664192479975	8.32054805865809e-09	637143420	hypothetical protein	55019	55342	+	NA	NA	NA	NA
PP_0049	-2.84627449989346	2.26955038752288e-18	637143421	hypothetical protein	56161	57627	-	NA	NA	NA	NA
PP_0050	-0.131854296745563	0.86364990455776	637143422	hypothetical protein	58777	59184	-	NA	NA	NA	NA
PP_0051	-1.36819068118108	0.0123336274427952	637143423	sigma54 specific transcriptional regulator, Fis family	59316	60608	-	NA	NA	NA	NA
PP_0052	-1.72361501127442	4.30753192466491e-07	637143424	metallo-beta-lactamase family protein	60831	61715	+	NA	NA	NA	NA
PP_0053	1.32794223363111	0.254758116749375	637143425	hypothetical protein	61756	63024	+	NA	NA	NA	<ul><li>Sulfur metabolism</li></ul>
PP_0054	2.71225537232767	0.0652550119681364	637143426	hypothetical protein	62982	63839	+	NA	NA	NA	NA
PP_0055	-0.610428216347726	0.460545782881927	637143427	transcriptional regulator, LysR family	63828	64715	-	NA	NA	NA	NA
PP_0056	-2.0317334009788	0.000160282867503452	637143428	oxidoreductase, GMC family	64943	66595	+	NA	NA	NA	NA
PP_0057	-3.43361717894724	1.11506703749333e-08	637143429	major facilitator family transporter	66693	68312	+	NA	NA	NA	NA
PP_0058	-2.56826343917556	3.09607798392597e-05	637143430	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	68487	69272	-	NA	NA	NA	<ul><li>Glycerolipid metabolism</li> <li>Glycerophospholipid metabolism</li></ul>
PP_0059	0.69002846798691	0.402897970001992	637143431	D-alpha,beta-D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)	69319	69846	-	GO:0016791 - phosphatase activity [Evidence IEA]	GO:0005975 - carbohydrate metabolic process [Evidence IEA]	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0060	4.81547891533204	1.2937814105297e-16	637143432	glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	69850	71904	-	GO:0004820 - glycine-tRNA ligase activity [Evidence IEA]	GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA]	GO:0009345 - glycine-tRNA ligase complex [Evidence IEA]	<ul><li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0061	0.600288576637703	0.22622845741101	637143433	glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	71901	72848	-	GO:0004820 - glycine-tRNA ligase activity [Evidence IEA]	GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA]	GO:0009345 - glycine-tRNA ligase complex [Evidence IEA]	<ul><li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0062	-1.77721143290503	0.00250424339655577	637143434	DNA-3-methyladenine glycosylase I (EC 3.2.2.20)	72932	73483	+	NA	NA	NA	<ul><li>Base excision repair</li></ul>
PP_0063	0.993899171900436	0.0859599113089775	637143435	lipid A biosynthesis lauroyl acyltransferase	73525	74412	+	NA	NA	NA	<ul><li>Lipopolysaccharide biosynthesis</li></ul>
PP_0065	1.45079862831107	0.00922440376215548	637143437	potassium uptake protein TrkA	74836	76209	-	GO:0015079 - potassium ion transmembrane transporter activity [Evidence IEA]	GO:0006813 - potassium ion transport [Evidence IEA]	GO:0005886 - plasma membrane [Evidence IEA]	NA
PP_0066	5.89499166960688	1.29138701615456e-05	637143438	16S rRNA m(5)C-967 methyltransferase (EC 2.1.1.176)	76233	77543	-	GO:0008649 - rRNA methyltransferase activity [Evidence IEA]	GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]; GO:0001510 - RNA methylation [Evidence IEA]; GO:0006364 - rRNA processing [Evidence IEA]	NA	NA
PP_0067	2.11118128647797	0.00681081805162165	637143439	methionyl-tRNA formyltransferase (EC 2.1.2.9)	77540	78472	-	GO:0004479 - methionyl-tRNA formyltransferase activity [Evidence IEA]	GO:0006431 - methionyl-tRNA aminoacylation [Evidence IEA]	NA	<ul><li>One carbon pool by folate</li> <li>Aminoacyl-tRNA biosynthesis</li></ul>
PP_0068	2.23370601501625	2.35141756846025e-07	637143440	peptide deformylase (EC 3.5.1.88)	78533	79039	-	GO:0042586 - peptide deformylase activity [Evidence IEA]	GO:0006464 - cellular protein modification process [Evidence IEA]	NA	NA
PP_0069	-3.28720806937448	3.56889549706505e-05	637143441	DNA protecting protein DprA	79246	80343	+	NA	GO:0009294 - DNA mediated transformation [Evidence IEA]	NA	NA
PP_0070	0.00139876723538102	0.998673325898458	637143442	translation factor SUA5	80386	80943	+	NA	NA	NA	NA
PP_0071	-2.86157345934958	2.14211832424202e-09	637143443	hypothetical protein	81562	82023	+	NA	NA	NA	NA
PP_0072	1.75743483223599	4.79542229810472e-06	637143444	quinone oxidoreductase	82151	83128	-	GO:0016491 - oxidoreductase activity [Evidence IEA]	NA	NA	NA
PP_0073	2.56380831226419	0.00768281017438805	637143445	coproporphyrinogen oxidase (EC 1.3.3.3)	83261	84172	+	GO:0004109 - coproporphyrinogen oxidase activity [Evidence IEA]	GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]	NA	<ul><li>Porphyrin metabolism</li></ul>
PP_0074	3.43794062425021	0.0584348860133279	637143446	shikimate dehydrogenase (EC 1.1.1.25)	84198	85022	+	GO:0004764 - shikimate 3-dehydrogenase (NADP+) activity [Evidence IEA]	GO:0019632 - shikimate metabolic process [Evidence IEA]	NA	<ul><li>Phenylalanine, tyrosine and tryptophan biosynthesis</li> <li>Biosynthesis of various plant secondary metabolites</li></ul>
PP_0075	0.624770878647153	0.585248276328487	637143447	sulfate transporter	85152	86717	-	NA	NA	NA	NA
PP_0076	-2.54171086154237	3.28323834651726e-06	637143448	glycine betaine-binding protein, putative	86861	87802	-	GO:0015220 - choline transmembrane transporter activity [Evidence IEA]	GO:0015871 - choline transport [Evidence IEA]	GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]	<ul><li>ABC transporters</li></ul>
PP_0077	1.14847199643084	0.0703198523733335	637143449	choline sulfatase	87799	89316	-	GO:0008484 - sulfuric ester hydrolase activity [Evidence IEA]	NA	NA	NA
PP_0079	-0.636917854062246	0.635264860254025	637143451	transcriptional regulator, LysR family	89425	90324	+	NA	NA	NA	NA
PP_0080	2.63070901920135	0.00314451400727425	637143452	hypothetical protein	90446	91063	-	NA	NA	NA	NA
PP_0081	-1.01970163324101	0.145835138540304	637143453	hypothetical protein	91077	91448	+	NA	NA	NA	NA
PP_0082	2.6737414575528	1.38296919942846e-06	637143454	tryptophan synthase, alpha chain (EC 4.2.1.20)	91569	92378	-	GO:0004834 - tryptophan synthase activity [Evidence IEA]	GO:0000162 - tryptophan biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li> <li>Phenylalanine, tyrosine and tryptophan biosynthesis</li></ul>
PP_0083	4.30524404681052	1.01839023923663e-10	637143455	tryptophan synthase, beta chain (EC 4.2.1.20)	92375	93592	-	GO:0004834 - tryptophan synthase activity [Evidence IEA]	GO:0000162 - tryptophan biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li> <li>Phenylalanine, tyrosine and tryptophan biosynthesis</li></ul>
PP_0084	-0.513478328012696	0.649705991966118	637143456	transcriptional regulator TrpI	93703	94599	+	NA	NA	NA	NA
PP_0085	0.386945840746079	0.521760391306392	637143457	hypothetical protein	94596	95084	-	NA	NA	NA	NA
PP_0086	-4.12217891521074	1.63912198883172e-20	637143458	hypothetical protein	95070	95285	+	NA	NA	NA	NA
PP_0087	-0.349068140185408	0.709137798899592	637143459	hypothetical protein	95344	95607	+	NA	NA	NA	NA
PP_0088	1.14651612620865	0.0643176392556233	637143460	hypothetical protein	95679	96683	-	NA	NA	NA	NA
PP_0089	0.259819966056295	0.754074964427518	637143461	osmotically inducible protein OsmC	96836	97261	+	NA	NA	NA	NA
PP_0090	1.84201121644359	0.000356295017509599	637143462	hypothetical protein	97274	97570	+	NA	NA	NA	NA
PP_0091	0.785295896024387	0.109081669230472	637143463	lipoprotein, putative	97606	98019	-	NA	NA	NA	NA
PP_0092	-1.39190001631931	0.00779622605578329	637143464	lipoprotein, putative	98075	98488	-	NA	NA	NA	NA
PP_0093	0.358595321567146	0.691323292154218	637143465	hypothetical protein	98487	99650	+	NA	NA	NA	NA
PP_0094	3.33856049425632	0.000793874393892847	637143466	hydrolase, haloacid dehalogenase-like family	99757	100407	-	NA	NA	NA	<ul><li>Glyoxylate and dicarboxylate metabolism</li></ul>
PP_0095	-0.30557651342748	0.643739879098185	637143467	anhydrase, family 3 protein	100529	101077	-	NA	NA	NA	NA
PP_0096	2.38241714378088	1.06551234662767e-11	637143468	oligopeptidase A (EC:3.4.24.70). Metallo peptidase. MEROPS family M03A	101180	103231	+	GO:0004222 - metalloendopeptidase activity [Evidence IEA]	GO:0006508 - proteolysis [Evidence IEA]	NA	NA
PP_0097	6.30848325314767	1.20904959576858e-06	637143469	hypothetical protein	103228	103509	+	NA	NA	NA	NA
PP_0098	-0.247093089005184	0.83126586155692	637143470	hypothetical protein	103528	103701	+	NA	NA	NA	NA
PP_0099	-0.848410574861553	0.0598081159926613	637143471	hypothetical protein	103841	104899	+	GO:0003824 - catalytic activity [Evidence IEA]; GO:0051536 - iron-sulfur cluster binding [Evidence IEA]	NA	NA	NA
PP_0100	1.87296037752267	5.89179798873073e-09	637143472	carbonic anhydrase	105206	105925	+	NA	NA	NA	<ul><li>Nitrogen metabolism</li></ul>
PP_0101	-0.345510502251596	0.782467435029967	637143473	sulfate transporter, putative	106133	107650	+	NA	NA	NA	NA
PP_0102	-4.49398846864982	6.61829509286232e-09	637143474	hypothetical protein	107786	108676	+	NA	NA	NA	NA
PP_0103	-0.704617466961479	0.0418982873771764	637143475	cytochrome c oxidase, subunit II	108809	109936	+	GO:0004129 - cytochrome-c oxidase activity [Evidence IEA]	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0104	-0.695794358794831	0.224012390616471	637143476	cytochrome c oxidase, subunit I	109980	111569	+	GO:0004129 - cytochrome-c oxidase activity [Evidence IEA]	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0105	-2.23614801386039	7.64384928324749e-06	637143477	cytochrome C oxidase assembly protein	111579	112145	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0106	-2.68699750418933	1.51052466684227e-08	637143478	cytochrome c oxidase, subunit III	112162	113049	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li></ul>
PP_0107	-2.4364391553804	1.47848050791161e-07	637143479	hypothetical protein	113072	114073	+	NA	NA	NA	NA
PP_0108	-0.455707672422736	0.823247247360712	637143480	hypothetical protein	114042	114623	+	NA	NA	NA	NA
PP_0109	0.111516431185173	0.944980961779676	637143481	hypothetical protein	114633	115712	+	NA	NA	NA	<ul><li>Oxidative phosphorylation</li> <li>Porphyrin metabolism</li> <li>Two-component system</li></ul>
PP_0110	0.0824067186041178	0.965815776628009	637143482	protoheme IX farnesyltransferase	115697	116590	+	GO:0008495 - protoheme IX farnesyltransferase activity [Evidence IEA]	GO:0006783 - heme biosynthetic process [Evidence IEA]	NA	<ul><li>Oxidative phosphorylation</li> <li>Porphyrin metabolism</li></ul>
PP_0111	1.11644932416218	0.103254214403959	637143483	Sco1/SenC family protein	116587	117219	+	NA	NA	NA	NA
PP_0112	0.885934905214277	0.249890672867835	637143484	ABC transporter, periplasmic binding protein, putative	117313	118083	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0113	-0.660996418232358	0.48235751756065	637143485	ABC transporter, permease protein	118148	118819	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0114	-1.64900294681478	0.00574160492778655	637143486	ABC transporter, ATP-binding protein	118819	119826	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0115	0.098160012509689	0.861150325890005	637143487	catalase	120054	122189	+	GO:0004096 - catalase activity [Evidence IEA]; GO:0020037 - heme binding [Evidence IEA]	GO:0006979 - response to oxidative stress [Evidence IEA]	NA	<ul><li>Tryptophan metabolism</li> <li>Glyoxylate and dicarboxylate metabolism</li></ul>
PP_0116	-0.202817119601473	0.640077075501304	637143488	lipoprotein, putative	122250	122957	-	NA	NA	NA	NA
PP_0117	0.795588917964599	0.529780952807514	637143489	zinc ABC transporter, permease protein ZnuB	123084	123866	-	GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]	GO:0055085 - transmembrane transport [Evidence IEA]	NA	<ul><li>ABC transporters</li></ul>
PP_0118	4.34524536766705	0.00190129287757405	637143490	zinc ABC transporter, ATP-binding protein ZnuC	123859	124632	-	GO:0015633 - ABC-type zinc transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]	GO:0006829 - zinc ion transport [Evidence IEA]	NA	<ul><li>ABC transporters</li></ul>
PP_0119	4.5922091134696	0.00010871467558829	637143491	transcriptional regulator, Fur family	124629	125036	-	NA	NA	NA	<ul><li>Quorum sensing</li></ul>
PP_0120	0.578613969083805	0.376380957292133	637143492	zinc ABC transporter, periplasmic zinc-binding protein ZnuA, putative	125181	126089	+	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0121	3.03875493362983	1.36407699617129e-08	637143493	homoserine kinase (EC 2.7.1.39)	126139	127089	-	GO:0004413 - homoserine kinase activity [Evidence IEA]	GO:0009088 - threonine biosynthetic process [Evidence IEA]	NA	<ul><li>Glycine, serine and threonine metabolism</li></ul>
PP_0122	-1.7096398188596	0.00412570838907148	637143494	hypothetical protein	127159	127446	-	NA	NA	NA	NA
PP_0123	2.85141005032395	9.99296626431689e-10	637143495	DNA polymerase I (EC 2.7.7.7)	127522	130269	+	GO:0008408 - 3'-5' exonuclease activity [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0003887 - DNA-directed DNA polymerase activity [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA]	GO:0006261 - DNA-dependent DNA replication [Evidence IEA]	NA	<ul><li>DNA replication</li> <li>Base excision repair</li> <li>Nucleotide excision repair</li> <li>Homologous recombination</li></ul>
PP_0124	0.3316916301217	0.442849300118278	637143496	cell division checkpoint GTPase YihA	130640	131272	-	GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]; GO:0043022 - ribosome binding [Evidence IEA]	GO:0042254 - ribosome biogenesis [Evidence IEA]	NA	NA
PP_0125	-0.284494568605816	0.412016070157783	637143497	cytochrome c-type protein	131474	131776	+	GO:0020037 - heme binding [Evidence IEA]	NA	NA	NA
PP_0126	1.70118973844359	9.62445210901852e-06	637143498	cytochrome c4	131808	132425	+	NA	NA	NA	NA
PP_0127	2.19869732214435	3.46690651840705e-13	637143499	thiol:disulfide interchange protein, DsbA family	132577	133209	+	NA	NA	NA	NA
PP_0128	3.82281377061769	6.70343704322325e-12	637143500	hypothetical protein	133222	134076	+	NA	NA	NA	NA
PP_0129	3.38403076532582	6.64092262929407e-12	637143501	GGDEF domain protein	134104	136041	+	GO:0009975 - cyclase activity [Evidence IEA]	GO:0009966 - regulation of signal transduction [Evidence IEA]	NA	NA
PP_0130	2.18103886660002	0.0024982396047631	637143502	N-acetylmuramoyl-L-alanine amidase family protein	136115	136903	+	NA	NA	NA	NA
PP_0131	0.35256692343664	0.443223246250234	637143503	hypothetical protein	137099	138706	+	NA	NA	NA	NA
PP_0132	2.43137679356695	1.98233830391645e-07	637143504	Alginate biosynthesis sensor protein KinB (EC 2.7.13.3)	138721	140502	-	NA	NA	NA	<ul><li>Two-component system</li></ul>
PP_0133	2.93407497839852	6.63380318450902e-13	637143505	Two-component response regulator AlgB	140499	141845	-	NA	NA	NA	<ul><li>Two-component system</li></ul>
PP_0134	0.836167308737526	0.0641863655972728	637143506	hypothetical protein	142056	142877	+	NA	NA	NA	NA
PP_0135	2.92388961847199	2.1057041107321e-05	637143507	hypothetical protein	143386	143547	+	NA	NA	NA	NA
PP_0136	3.0189474991524	7.38547754660512e-08	637143508	hypothetical protein	143550	144020	+	NA	NA	NA	NA
PP_0137	-0.620535334643945	0.348906721028163	637143509	proton/sodium-glutamate/aspartate symporter	144766	146094	+	GO:0015293 - symporter activity [Evidence IEA]	GO:0006835 - dicarboxylic acid transport [Evidence IEA]	GO:0016021 - integral component of membrane [Evidence IEA]	NA
PP_0138	1.23376667974221	0.241398479536448	637143510	hypothetical protein	146242	147471	+	NA	NA	NA	NA
PP_0139	2.02317240224786	0.0231957965348925	637143511	lipoprotein, putative	147453	148088	-	NA	NA	NA	NA
PP_0140	-0.0210546411933771	0.977805484629176	637143512	hypothetical protein	148085	149023	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0141	3.63362536369241	0.00821206311487655	637143513	ABC transporter, ATP-binding protein, putative	149027	149818	-	GO:0005524 - ATP binding [Evidence IEA]	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0142	2.36423016252263	0.00652140092793049	637143514	ABC transporter, permease protein, putative	149815	150948	-	NA	NA	NA	<ul><li>ABC transporters</li></ul>
PP_0143	1.65411316965994	0.0142576411354244	637143515	hypothetical protein	151080	152105	-	NA	NA	NA	NA
PP_0144	1.6996330098831	0.00797818694565067	637143516	metalloprotease, insulinase family	152199	153605	-	NA	NA	NA	NA
PP_0145	-0.905465641144171	0.0593871064506728	637143517	Na+/Pi cotransporter family protein	153636	155294	-	NA	NA	NA	NA
PP_0146	0.340554780120886	0.45908411823994	637143518	hypothetical protein	155577	156374	-	NA	NA	NA	NA
PP_0147	-1.58513568231127	0.0100296807204302	637143519	citrate transporter	156417	157724	-	NA	NA	NA	NA
PP_0148	1.05917993064894	0.150078484859094	637143520	hypothetical protein	157989	158393	+	NA	NA	NA	NA
PP_0149	4.2519959046106	9.24652107199819e-07	637143521	hypothetical protein	158432	160387	-	NA	NA	NA	NA
PP_0150	9.73663541485518	1.43761945552435e-16	637143522	hypothetical protein	160384	160704	-	NA	NA	NA	NA
PP_0151	-0.3346031885599	0.661400114370459	637143523	hypothetical protein	160741	161034	-	NA	NA	NA	NA
PP_0152	0.912850367060343	0.0439265216302524	637143524	hypothetical protein	161124	161504	-	NA	NA	NA	NA
PP_0153	1.91874646845689	6.18736839282357e-08	637143525	hypothetical protein	161750	161965	-	NA	NA	NA	NA
PP_0154	0.256783143862158	0.690832579826949	637143526	acetyl-CoA hydrolase/transferase family protein	162339	163832	-	NA	NA	NA	<ul><li>Citrate cycle (TCA cycle)</li> <li>Pyruvate metabolism</li> <li>Butanoate metabolism</li></ul>
PP_0155	1.16555602324755	0.0504120291572641	637143527	pyridine nucleotide transhydrogenase, beta subunit	164019	165455	-	NA	NA	NA	<ul><li>Nicotinate and nicotinamide metabolism</li></ul>
PP_0157	-0.885190599765874	0.0388867798076829	637143528	transcriptional regulator, LysR family	167324	168241	-	NA	NA	NA	NA
